"location","source","target"
"","defaultfooter.Hello!","Вітаємо!"
"","defaultfooter.Help","Допомога"
"","defaultfooter.HelpUs","Нове: тепер сайт ""<<BRAND>>"" підтримує відео! Публікуйте зараз!"
"","defaultfooter.Home","Головна сторінка"
"","defaultfooter.IntellectualPropertyProtectionServices","Послуги із захисту інтелектуальної власності"
"","defaultfooter.ItemDetail","Детальний опис товару"
"","defaultfooter.ListingLanguage","Мова оголошення"
"","defaultfooter.Location","Місцезнаходження:"
"","defaultfooter.miles","милі"
"","defaultfooter.MOBILE","Мобільний"
"","defaultfooter.My OLX","Мій ""OLX"""
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","не ви"
"","defaultfooter.OLX","""<<BRAND>>"""
"","defaultfooter.OLX Official Time","Офіційний час ""<<BRAND>>"""
"","defaultfooter.Optional","Необов'язково"
"","defaultfooter.Or","або"
"","defaultfooter.PopularSearches","Популярні пошуки"
"","defaultfooter.Post","Публікувати"
"","defaultfooter.PublishFreeAd","Публікувати оголошення"
"","defaultfooter.Region","Область"
"","defaultfooter.Register","Реєстрація"
"","defaultfooter.Register2","Реєстрація"
"","defaultfooter.Search","Пошук"
"","defaultfooter.SelectCityState","Вибрати місто/штат"
"","defaultfooter.SelectCountry","Вибрати країну"
"","defaultfooter.Selected_Region","Вибрати область"
"","defaultfooter.Sign_In","Зайти"
"","defaultfooter.Sign_In2","Зайти"
"","defaultfooter.SiteLanguage","Мова оголошення:"
"","defaultfooter.sitesAssociate","Інші зв'язані сайти:"
"","defaultfooter.State","Штат"
"","defaultfooter.Terms of use","Умови використання"
"","defaultfooter.TheWeb","web"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Ласкаво просимо"
"","defaultheader2.AllListings","Всі публікації"
"","defaultheader2.Click","зроби клік тут"
"","defaultheader2.FreeSite","<AREA> Безплатні об´яви та оголошення"
"","defaultheader2.Hello","Привіт, "
"","defaultheader2.Help","Допомога"
"","defaultheader2.Home","Початок"
"","defaultheader2.My OLX","Мій ""OLX"""
"","defaultheader2.Not_You?","не ти"
"","defaultheader2.OLX","""<<BRAND>>"""
"","defaultheader2.Or","або"
"","defaultheader2.Post","Публікувати"
"","defaultheader2.PublishFreeAd","Публікувати везкоштовне оголошення"
"","defaultheader2.Register","Реєструватися"
"","defaultheader2.Search","Пошук"
"","defaultheader2.TheWeb","Web"
"","defaultheader2.Welcome","Ласкаво просимо"
"","defaultheader.'PublishFreeAd'","Вітаємо"
"","defaultheader.AdvancedSearch","Розширений пошук"
"","defaultheader.AllListings","Всі оголошення"
"","defaultheader.Apr","Квітень"
"","defaultheader.April","Квітень"
"","defaultheader.Aug","Серпень"
"","defaultheader.August","Серпень"
"","defaultheader.BackToBrandHomePage","Вернутися на домашню сторінку ""<<BRAND>>"" "
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","Канал <<BRAND>>"
"","defaultheader.BrandFullVersion","<<BRAND>> Повна версія"
"","defaultheader.BrandNowSupportsVideosPostNow","Нове: тепер ""<<BRAND>>"" підтримує відео! Публікуйте зараз!"
"","defaultheader.BrowseAds","Переглянути оголошення"
"","defaultheader.Categories","Категорії <<BRAND>>"
"","defaultheader.change","змінити"
"","defaultheader.Cities","Міста"
"","defaultheader.ClassifiedsAndMuchMore","Оголошення та багато іншого!"
"","defaultheader.ClassifiedsHelp","Допомога щодо оголошень"
"","defaultheader.ClassifiedsHome","Головна сторінка оголошень"
"","defaultheader.Click","натисніть тут"
"","defaultheader.ClickHere","Натисніть тут"
"","defaultheader.CloseToYou","<<BRAND>> найближче до вас"
"","defaultheader.Dec","Грудень"
"","defaultheader.December","Грудень"
"","defaultheader.Distance","Відстань"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Перетягніть цю піктограму <<LOGO_IMAGE>> до вашої панелі завдань Windows, щоб закріпити її."
"","defaultheader.Exact","Точно"
"","defaultheader.ExperienceBrandAsPinnedSite","Познайомтеся з <<BRAND>> як із закріпленим сайтом!"
"","defaultheader.Features","Функції <<BRAND>>"
"","defaultheader.Feb","Лютий"
"","defaultheader.February","Лютий"
"","defaultheader.FollowUsOnNetwork","Слідкуйте за нами на <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> Безкоштовні оголошення"
"","defaultheader.Fri","ПТ"
"","defaultheader.Friday","П'ятниця"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> і <<friendName2>> користуються <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> та ще <<friendsTotal>> друг користуються <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> користується <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> та ще <<friendsTotal>> друзів користуються <<BRAND>>"
"","defaultheader.Hello","Вітаємо, "
"","defaultheader.Help","Допомога"
"","defaultheader.HelpUs","Нове: тепер ""<<BRAND>>"" підтримує відео! Публікуйте зараз!"
"","defaultheader.Home","Головна сторінка"
"","defaultheader.ItemDetail","Опис товару"
"","defaultheader.Jan","Січень"
"","defaultheader.January","Січень"
"","defaultheader.Jul","Липень"
"","defaultheader.July","Липень"
"","defaultheader.Jun","Червень"
"","defaultheader.June","Червень"
"","defaultheader.JustOneStep","Лише 1 крок!"
"","defaultheader.ListingLanguage","Мова оголошення"
"","defaultheader.Location","Місцкезнаходження"
"","defaultheader.M","хв."
"","defaultheader.Mar","Березень"
"","defaultheader.March","Березень"
"","defaultheader.May","Травень"
"","defaultheader.miles","милі"
"","defaultheader.Minutes","хвилини"
"","defaultheader.MOBILE","Мобільний"
"","defaultheader.Modify","Змінити"
"","defaultheader.Mon","ПН"
"","defaultheader.Monday","Понеділок"
"","defaultheader.My OLX","Мій ""OLX"""
"","defaultheader.MyAdsOnBrand","Мої оголошення на <<BRAND>>"
"","defaultheader.MyClassifieds","Мої оголошення"
"","defaultheader.NeverAskAgain","Ніколи не запитуйте знову"
"","defaultheader.NewListings","Нові постінги"
"","defaultheader.Not_You?","не ви"
"","defaultheader.Nov","Листопад"
"","defaultheader.November","Листопад"
"","defaultheader.Oct","Жовтень"
"","defaultheader.October","Жовтень"
"","defaultheader.OLX","""<<BRAND>>"""
"","defaultheader.Optional","Необов'язково"
"","defaultheader.Or","або"
"","defaultheader.PlaceAdFree","Розмістіть оголошення БЕЗКОШТОВНО"
"","defaultheader.PlaceAnAd","Розмістіть оголошення"
"","defaultheader.PlaceFreeAd","Розмістіть безкоштовне оголошення"
"","defaultheader.PopularSearches","Популярні пошуки"
"","defaultheader.Post","Публікувати"
"","defaultheader.PostAdFree","Опублікуйте оголошення БЕЗКОШТОВНО"
"","defaultheader.PostAFreeAd","Публікувати безкоштовне оголошення"
"","defaultheader.PostAFreeClassifiedAd","Публікувати оголошення"
"","defaultheader.PostAnAd","Опублікуйте оголошення"
"","defaultheader.PostPicturesButton","публікуйте фотографії"
"","defaultheader.PublishFreeAd","Публікувати оголошення"
"","defaultheader.Region","Область"
"","defaultheader.Register","Реєстрація"
"","defaultheader.Register2","Реєстрація"
"","defaultheader.Sat","СБ"
"","defaultheader.Saturday","Субота"
"","defaultheader.Search","Пошук"
"","defaultheader.Seconds","секунди"
"","defaultheader.SelectCityState","Виберіть місто/штат"
"","defaultheader.SelectCountry","Виберіть країну"
"","defaultheader.Selected_Region","Місцезнаходження"
"","defaultheader.Sep","Вересень"
"","defaultheader.September","Вересень"
"","defaultheader.SiteLanguage","Мова оголошення:"
"","defaultheader.State","Штат"
"","defaultheader.StayConnected","Залишайтеся з нами"
"","defaultheader.Sun","НД"
"","defaultheader.Sunday","Неділя"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Поділіться своєю думкою, візьміть участь у опитуванні!"
"","defaultheader.TheWeb","Web"
"","defaultheader.Thu","ЧТ"
"","defaultheader.Thursday","Четвер"
"","defaultheader.Tue","ВТ"
"","defaultheader.Tuesday","Вівторок"
"","defaultheader.UsefulInformation","Корисна інформація"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> опублікував це оголошення"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","СР"
"","defaultheader.Wednesday","Середа"
"","defaultheader.Welcome","Ласкаво просимо"
"","defaultheader.WhatAreYouLookingFor","Що ви шукаєте?"
"","defaultheader.WhatWouldYouLikeToDoNext","Що ви бажаєте робити далі?"
"","defaultheader.WhereBuyersMeetSellers","Де покупці зустрічають продавців"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Ви можете опублікувати оголошення без реєстрації. Це швидко і безкоштовно!"
"","defaultheader.YourFriendsAdsOnBrand","Оголошення ваших друзів на <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Останнє відвідування ваших оголошень"
"","defaulthtmlhead.2CharactersMinimum","Мінімум 2 символи"
"","defaulthtmlhead.Add a comment","Додайте коментар"
"","defaulthtmlhead.AreYouFromCountry","Ви з <country>?"
"","defaulthtmlhead.BidError","""<<BRAND>>"" - запропонувати ціну"
"","defaulthtmlhead.BrandBehindTheScenes","За лаштунками <<BRAND>>:"
"","defaulthtmlhead.BrowseBrand","Переглянути <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Інформація про покупця"
"","defaulthtmlhead.CheckOurYoutubeChannel","Перевірте наш канал на <<YOUTUBE>>"
"","defaulthtmlhead.CheckOutOurNewTvAd","Перегляньте нашу нову телерекламу!"
"","defaulthtmlhead.CookiesHelp","""<<BRAND>>"" - допомога щодо файлів cookies"
"","defaulthtmlhead.Description1","Онлайн-обмін"
"","defaulthtmlhead.Description2"," пропонує місцеві оголошення про вакансії, аукціони, продаж, послуги, суспільство та події - публікуйте ваше оголошення безкоштовно"
"","defaulthtmlhead.Disclaimer","Відмова від відповідальності"
"","defaulthtmlhead.EntireSite","Увесь сайт"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Шукайте оголошення з нерухомості, вакансій, автівок та іних предметів на продаж, за розташуванням якнайближче до вашого місцезнаходження."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Дізнайтеся, хто ви є, на <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Виділити товар"
"","defaulthtmlhead.FreeClassifiedsInArea","Безкоштовні оголошення - <AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> пропонує місцеві оголошення про вакансії, аукціони, продаж, послуги, суспільство та події - публікуйте ваше оголошення, це безкоштовно"
"","defaulthtmlhead.GeneralKeywords","<AREA> - оголошення, вакансії, аукціони, продаж, нерухомість, послуги, суспільство, події"
"","defaulthtmlhead.GoBackToThePreviousPage","Повернутися до попередньої сторінки."
"","defaulthtmlhead.HaveYouSeenThis","Ви вже бачили це?"
"","defaulthtmlhead.HelloUsername","Вітаємо, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Безкоштовні оголошення про авто, нерухомість, знайомства, послуги, вакансії..."
"","defaulthtmlhead.HomeTitle","<AREA> пропонує місцеві оголошення про вакансії, аукціони, продаж, послуги, суспільство та події"
"","defaulthtmlhead.InEveryBuyerLivesSeller","В кожному покупцеві живе продавець"
"","defaulthtmlhead.Is","є"
"","defaulthtmlhead.Keywords",", оголошення, вакансії, аукціони, продаж, послуги, суспільство, події"
"","defaulthtmlhead.Last","Останнє"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","Кампанія з телереклами <<LINK_HOME_PAGE>>."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Оголошення недоступне"
"","defaulthtmlhead.LoginTitle","Ласкаво просимо до ""<<BRAND>>"" !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Перевірте правильність написання зазначеного веб-сайту."
"","defaulthtmlhead.MoreResults","Більше результатів"
"","defaulthtmlhead.My Bids","Мої пропозиції"
"","defaulthtmlhead.My Favorites","Мої фаворити"
"","defaulthtmlhead.My Listings","Мої оголошення"
"","defaulthtmlhead.My Messages","Мої повідомлення"
"","defaulthtmlhead.MyBidsTitle","Мої оголошення"
"","defaulthtmlhead.MyFavoritesTitle","Мої оголошення"
"","defaulthtmlhead.MyListingTitle","Мої оголошення"
"","defaulthtmlhead.MyOlxTitle","Мій ""OLX"""
"","defaulthtmlhead.MyOLX_EditTitle","Редагувати оголошення - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Відновити оголошення - <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","""<<BRAND>>"" - Реєстрація нового користувача"
"","defaulthtmlhead.OtherRelatedSites","Інші зв'язані сайти:"
"","defaulthtmlhead.Personal Info","Особиста інформація"
"","defaulthtmlhead.PersonalInformationTitle","Особиста інформація"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Будь ласка, спробуйте пізніше. А поки що, можливо, вам вдасться знайти те, що ви шукали, повернувшись на сторінку <<LINK_HOME_PAGE>>. Перепрошуємо за незручність."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Оберіть одну з наступних опцій:"
"","defaulthtmlhead.Post","Публікувати"
"","defaulthtmlhead.PostAnotherAd","Розмістити інше оголошення"
"","defaulthtmlhead.Read comments","Коментарі"
"","defaulthtmlhead.Region","Область"
"","defaulthtmlhead.RegisterError","""<<BRAND>>"" - Помилка підчас реєстрації"
"","defaulthtmlhead.Remove","Видалити"
"","defaulthtmlhead.SearchTitle","Оголошення  | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Виберіть область"
"","defaulthtmlhead.SellerInformation","Інформація про продавця"
"","defaulthtmlhead.SexualWarning","""<<BRAND>>"" - Попередження та відмова від відповідальності"
"","defaulthtmlhead.ShareThisVideo","Поділитися цим відео"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Вибачте, але сторінка, яку ви шукаєте, недоступна."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Залишитися на сайті <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Подивіться першу кампанію з телереклами <<BRAND>> - сайта безкоштовних оголошень, де продавці зустрічаються з покупцями."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Перейти на <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Ой! Зараз ця функція недоступна через технічне обслуговування."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Спробуйте перейти на сторінку безпосередньо з  <<LINK_HOME_PAGE>>домашньої сторінки<</LINK_HOME_PAGE>> <<BRAND>>."
"","defaulthtmlhead.TvAd_Title","Іноді слід просто відпустити щось"
"","defaulthtmlhead.UserNameAdsOnBrand","Оголошення <<USER_NAME>> на <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","Безкоштовні оголошення <<USER_NAME>>"
"","defaulthtmlhead.VideoUploadTitle","Завантажити відео"
"","defaulthtmlhead.WeHaveNumberAds","В нас є <<NUMBER>> оголошення!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Ми побачили, що ви заходите на сайт <<BRAND>> <<COUNTRY_NAME>> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Що ви бажаєте зробити зараз?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","На який сайт ви хочете перейти:"
"","itemslisting.ActivationPending","Активація в стані очікування"
"","itemslisting.AdLink","Рекламувати цей сайт"
"","itemslisting.AdRemoved","Оголошення видалено"
"","itemslisting.AdsIn","Мова оголошення"
"","itemslisting.AdSponsored","Спонсорське посилання"
"","itemslisting.AdUpTo20TimesMoreVisible","Зробіть Ваше оголошення до 20 разів більш помітними."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Рекламувати цей сайт"
"","itemslisting.AdWillBeAvailable3To6Hours","Вітаємо! Ваше оголошення буде доступно на OLX через 3 або 6 годин."
"","itemslisting.All","Всі"
"","itemslisting.AllItems","Всі товари"
"","itemslisting.ALL_ADS","Безкоштовні оголошення"
"","itemslisting.AlreadyHaveAccount","Якщо у вас вже є обліковий запис <<BRAND>>, просто залогінтесь і слідуйте інструкціям."
"","itemslisting.Apply","Подати заяву"
"","itemslisting.AttendedTo","Відвідував/-ла <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Відвідував/-ла <<EDUCATION>> та <<EDUCATION_>>"
"","itemslisting.Auctions","Аукціони"
"","itemslisting.BestMatch","Найбільш відповідне"
"","itemslisting.bid","пропозиція"
"","itemslisting.Bids","пропозиції"
"","itemslisting.BidsCount","%d %s до тепер"
"","itemslisting.BuyItNow","Купити зараз!"
"","itemslisting.Category","Категорія:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Оголошення"
"","itemslisting.Classifieds","Оголошення"
"","itemslisting.ClearAll","Очистити усе"
"","itemslisting.ClickOnPostFreeButton","Клацнніть на кнопку ""Опублікувати безкоштовну рекламу з зазначеною категорією""."
"","itemslisting.ContactCustomerCare","Зверніться до служби допомоги"
"","itemslisting.ContactSeller","Зв'язатися з продавцем"
"","itemslisting.D","дн."
"","itemslisting.DatePosted","Дата публікації"
"","itemslisting.days","дн."
"","itemslisting.Ending","Закінчується %s"
"","itemslisting.EndingSoonest","Що закінчується першим"
"","itemslisting.EventDate","Дата події"
"","itemslisting.FastRegistration","Відразу після того, як швидкий та простий процес реєстрації вами буде пройдений, ви зможете опубліковувати рекламу."
"","itemslisting.FeatureOnlinePayment","Виведіть ваше оголошення на головну сторінку шляхом оплати через інтернет."
"","itemslisting.FeatureViaSMS","Виведіть ваше оголошення на головну сторінку шляхом оплати по смс повідомленню."
"","itemslisting.FeatureYourAd","Виділіть Ваше оголошення"
"","itemslisting.FeatureYourAdNow","Виділіть Ваше оголошення зараз, і воно буде відображено вище звичайних оголошень на головній сторінці."
"","itemslisting.FreeClassifieds","Безкоштовні оголошення"
"","itemslisting.HighestFirst","Перше найвища ціна"
"","itemslisting.HighestPriceFirst","Перше найвища ціна"
"","itemslisting.hours","год."
"","itemslisting.IfYouDontHaveAccount","Якщо ви не маєте облікового запису і ще не бажаєте реєструватись, просто оберіть категорію і ви вже зможете опублікувати рекламу з зазначеною вами категорією. Або ж, надавши базові контактні дані, ви зможете створити безкоштовний обліковий запис <<BRAND>>. Після цього вас попросять завантажити фото, надати заголовок і опис вашої реклами."
"","itemslisting.Individuals","Приватні особи"
"","itemslisting.Less","Менше"
"","itemslisting.ListedInCategory","Оголошене в категорії"
"","itemslisting.ListingsBy","Оголошення від"
"","itemslisting.LowestFirst","Перше найнижча ціна"
"","itemslisting.LowestPriceFirst","Перше найнижча ціна"
"","itemslisting.minutes","хв."
"","itemslisting.More","Більше"
"","itemslisting.NavigatorByAdType","по типу оголошення"
"","itemslisting.NavigatorByCategory","Категорія"
"","itemslisting.NavigatorByLanguage","Мова оголошення"
"","itemslisting.NavigatorByLocation","Місцезнаходження"
"","itemslisting.NavigatorBySellerType","Тип продавця"
"","itemslisting.NavigatorBySubCategory","Категорія"
"","itemslisting.NavigatorByType","Тип"
"","itemslisting.NewAdAddress","Адреса реклами"
"","itemslisting.NewAdDetails","Деталі реклами"
"","itemslisting.NewAdTitle","Заголовок реклами"
"","itemslisting.NewContactName","Контактне ім'я"
"","itemslisting.NewDescribeAd","Опишіть, що робить вашу рекламу унікальною"
