"location","source","target"
"","countryoptions.EnterCity","Inserire la Città"
"","countryoptions.EnterCityOrZipCode","Inserire la Città o CAP"
"","countryoptions.EntireCountry","Paese Intero"
"","countryoptions.Exact","Esatto"
"","countryoptions.example","esempio"
"","countryoptions.FastAndEasyAccess","Fast and Easy Access"
"","countryoptions.Home_BrowseMoreRegions","Altre"
"","countryoptions.Home_SelectCanton","Seleziona un cantone"
"","countryoptions.Home_SelectCity","Seleziona una città"
"","countryoptions.Home_SelectDepartment","Seleziona un dipartimento"
"","countryoptions.Home_SelectEmirate","Seleziona un emirato"
"","countryoptions.Home_SelectProvince","Seleziona una provincia"
"","countryoptions.Home_SelectRegion","Seleziona una regione"
"","countryoptions.Home_SelectState","Seleziona uno stato"
"","countryoptions.ListingLanguage","Annunci pubblicati in:"
"","countryoptions.LookForAdsInYourRegionBySelectingItOnTheMap","Guarda gli annunci nella tua zona selezionandola sulla mappa"
"","countryoptions.Municipality","Municipio"
"","countryoptions.NoCities","Ci dispiace, non ci sono città in questa sezione"
"","countryoptions.NoCountries","Ci dispiace, non ci sono Paesi in questa sezione"
"","countryoptions.Ok","Ok"
"","countryoptions.Or","O selezionare una città"
"","countryoptions.OrSelectACity","O selezionare una città"
"","countryoptions.OrSelectARegion","Seleziona una Regione"
"","countryoptions.OtherCities","Altre Città"
"","countryoptions.OtherCitiesInRegion","Altre cittá in <<REGION>>"
"","countryoptions.OtherProvinces","Altre Province"
"","countryoptions.OtherRegions","Altree Regioni"
"","countryoptions.OtherStates","Altri Stati"
"","countryoptions.PleaseChooseYourCity","Scegli la tua citta'"
"","countryoptions.PleaseChooseYourCounty","Per favore scegli la tua nazione"
"","countryoptions.PleaseChooseYourPrefecture","Per favore scegli la tua prefettura"
"","countryoptions.PleaseEnterYourZipCode","Inserire il tuo codice di avviamento postale"
"","countryoptions.PleaseSelectACity","Selezionare una città."
"","countryoptions.PleaseSelectACountry","Per favore selezionare un paese"
"","countryoptions.PostAdd","Pubblica il tuo annuncio gratuito"
"","countryoptions.Prefecture","Prefettura"
"","countryoptions.ProvinceRegion","Provincia / Regione"
"","countryoptions.provinceSelect","Seleziona la provincia:"
"","countryoptions.Region","Regione"
"","countryoptions.regionCantonSelect","Seleziona il Cantone:"
"","countryoptions.regionSelect","Seleziona la Regioni:"
"","countryoptions.SelectACanton","Seleziona un cantone"
"","countryoptions.SelectACity","Seleziona una città"
"","countryoptions.SelectACityInRegion","Seleziona una cittá in <<REGION>>"
"","countryoptions.SelectACounty","Select a County"
"","countryoptions.SelectADelegation","Select a delegation"
"","countryoptions.SelectADepartment","Seleziona un dipartimento"
"","countryoptions.SelectANeighborhood","Seleziona un quartiere"
"","countryoptions.SelectAnEmirate","Seleziona un emirato"
"","countryoptions.SelectAPrefecture","Select a Prefecture"
"","countryoptions.SelectAProvince","Seleziona una provincia"
"","countryoptions.SelectARegion","Seleziona una regione"
"","countryoptions.SelectAState","Seleziona uno stato"
"","countryoptions.SelectCanton","Seleziona una Canton"
"","countryoptions.SelectCityState","Selezionare la città / stato"
"","countryoptions.SelectCountry","Seleziona un Paese"
"","countryoptions.SelectCounty","Seleziona Contea"
"","countryoptions.SelectDepartament","Seleziona dipartimento"
"","countryoptions.SelectDepartment","Seleziona dipartimento"
"","countryoptions.SelectedRegion","Regione selezionata"
"","countryoptions.SelectOnTheMap","Seleziona sulla mappa"
"","countryoptions.SelectPrefecture","Seleziona Prefettura"
"","countryoptions.SelectProvince","Seleziona una Provincia"
"","countryoptions.SelectRegion","Seleziona una Regione"
"","countryoptions.SelectState","Seleziona uno stato"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","Manda <<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> al numero <<BLACKSTRONG>>3000<</BLACKSTRONG>>"
"","countryoptions.SiteLanguage","Lingua del sito"
"","countryoptions.State","Seleziona una Regione"
"","countryoptions.stateSelect","Seleziona il Stati:"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","La città che hai scelto c'è in diverse regioni. Ti preghiamo di indicare la regione in cui questa città è inserita:"
"","countryoptions.Town","Citt&#224;"
"","countryoptions.Wait","Attendere..."
"","countryoptions.ZipCodeOrCity","Codice postale o Città"
"","defaultfooter.About OLX","Riguardo a <<BRAND>>"
"","defaultfooter.ADS_REGION","Aggiungi la <<REGION>>"
"","defaultfooter.AdvancedSearch","Ricerca Avanzata"
"","defaultfooter.AllListings","Tutti gli annunci"
"","defaultfooter.AllStates","Cercare per citta'"
"","defaultfooter.Back","Indietro"
"","defaultfooter.BrandFreeClassifieds","Annunci 100% gratuiti"
"","defaultfooter.BrowseAds","Scorrere gli annunci"
"","defaultfooter.change","cambio"
"","defaultfooter.classifiedGratuitous","annunci gratuiti"
"","defaultfooter.ClassifiedsAndMuchMore","Annunci e ancora di più"
"","defaultfooter.ClassifiedsHelp","Annunci Aiuto"
"","defaultfooter.ClassifiedsHome","Annunci Home"
"","defaultfooter.Click","cliccare qui"
"","defaultfooter.ClickHere","Cliccare qui"
"","defaultfooter.Distance","Distanza"
"","defaultfooter.Exact","Esatto"
"","defaultfooter.FreeSite","Annunci 100% gratuiti"
"","defaultfooter.GoHome","Pagina principale"
"","defaultfooter.Hello","Ciao, "
"","defaultfooter.Hello!","Clicca qui!"
"","defaultfooter.Help","Aiuto"
"","defaultfooter.HelpUs","Novità: <<BRAND>> ora supporta i video! Pubblica il tuo annuncio adesso!"
"","defaultfooter.Home","Inizio"
"","defaultfooter.IntellectualPropertyProtectionServices","Servizi di Protezione della Proprietà Intellettuale"
"","defaultfooter.ItemDetail","Dettaglio dell’articolo"
"","defaultfooter.ListingLanguage","Lingua degli annunci"
"","defaultfooter.Location","Località:"
"","defaultfooter.miles","miglia"
"","defaultfooter.MOBILE","Cellulare"
"","defaultfooter.My OLX","Il mio OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","non sei tu?"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","Ora Ufficiale di <<BRAND>>"
"","defaultfooter.Optional","Facoltativa"
"","defaultfooter.Or","o"
"","defaultfooter.PopularSearches","I piu' ricercati"
"","defaultfooter.Post","Pubblicare un annuncio"
"","defaultfooter.PublishFreeAd","Pubblicare un annuncio gratuito"
"","defaultfooter.Region","Regione"
"","defaultfooter.Register","Registrarsi"
"","defaultfooter.Register2","Registrarti"
"","defaultfooter.Search","Cercare"
"","defaultfooter.SelectCityState","Selezionare la città / stato"
"","defaultfooter.SelectCountry","Selezionare il Paese"
"","defaultfooter.Selected_Region","Regione selezionata"
"","defaultfooter.Sign_In","Entrare"
"","defaultfooter.Sign_In2","Entrare"
"","defaultfooter.SiteLanguage","Annunci in:"
"","defaultfooter.sitesAssociate","Siti associati:"
"","defaultfooter.State","Stato"
"","defaultfooter.Terms of use","Condizioni D' Uso"
"","defaultfooter.TheWeb","Il sito"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Benvenuto"
"","defaultheader2.AllListings","Tutti gli elenchi"
"","defaultheader2.Click","clicca qui"
"","defaultheader2.FreeSite","<AREA> Annunci gratuiti"
"","defaultheader2.Hello","Ciao, "
"","defaultheader2.Help","Aiuto"
"","defaultheader2.Home","Inizio"
"","defaultheader2.My OLX","Il mio OLX"
"","defaultheader2.Not_You?","non sei tu?"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","o"
"","defaultheader2.Post","Annuncio"
"","defaultheader2.PublishFreeAd","Pubblicare un annuncio gratuito"
"","defaultheader2.Register","Registrarsi"
"","defaultheader2.Search","Ricercare"
"","defaultheader2.TheWeb","Il web"
"","defaultheader2.Welcome","Welcome"
"","defaultheader.'PublishFreeAd'","Ciao"
"","defaultheader.AdvancedSearch","Ricerca Avanzata"
"","defaultheader.AllListings","Tutti gli annunci"
"","defaultheader.Apr","Apr"
"","defaultheader.April","Aprile"
"","defaultheader.Aug","Ago"
"","defaultheader.August","Agosto"
"","defaultheader.BackToBrandHomePage","Tornare alla pagina principale di <<BRAND>>"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","Canale <<BRAND>>"
"","defaultheader.BrandFullVersion","<<BRAND>> Versione completa"
"","defaultheader.BrandNowSupportsVideosPostNow","Novità: <<BRAND>> ora supporta i video! Pubblica il tuo annuncio adesso!"
"","defaultheader.BrowseAds","Scorrere gli annunci"
"","defaultheader.Categories","Categorie<<BRAND>>"
"","defaultheader.change","Cambio"
"","defaultheader.Cities","Città"
"","defaultheader.ClassifiedsAndMuchMore","Annunci e ancora di più"
"","defaultheader.ClassifiedsHelp","Annunci Aiuto"
"","defaultheader.ClassifiedsHome","Annunci Home"
"","defaultheader.Click","cliccare qui"
"","defaultheader.ClickHere","Cliccare qui"
"","defaultheader.CloseToYou","<<BRAND>> Nelle tue vicinanze"
"","defaultheader.Dec","Dic"
"","defaultheader.December","Dicembre"
"","defaultheader.Distance","Distanza"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Trascina questa icona <<LOGO_IMAGE>> da agganciare alla tua Barra degli Strumenti di Windows."
"","defaultheader.Exact","Esatto"
"","defaultheader.ExperienceBrandAsPinnedSite","Prova <<BRAND>> come Pinned Site!"
"","defaultheader.Features","Caratteristiche<<BRAND>>"
"","defaultheader.Feb","Feb"
"","defaultheader.February","Febbraio"
"","defaultheader.FollowUsOnNetwork","Seguici su <<NETWORK>>"
"","defaultheader.FreeSite","Annunci gratuiti in <AREA>"
"","defaultheader.Fri","Ven"
"","defaultheader.Friday","Venerd&#236;"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> e <<friendName2>> stanno usando <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> e <<friendsTotal>> altri amici stanno usando <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> sta usando <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> e <<friendsTotal>> altri amici stanno usando <<BRAND>>"
"","defaultheader.Hello","Ciao, "
"","defaultheader.Help","Aiuto"
"","defaultheader.HelpUs","Novità: <<BRAND>> ora supporta i video! Pubblica il tuo annuncio adesso!"
"","defaultheader.Home","Inizio"
"","defaultheader.ItemDetail","Dettaglio dell’articolo"
"","defaultheader.Jan","Gen"
"","defaultheader.January","Gennaio"
"","defaultheader.Jul","Lug"
"","defaultheader.July","Luglio"
"","defaultheader.Jun","Giu"
"","defaultheader.June","Giugno"
"","defaultheader.JustOneStep","Solo 1 passo!"
"","defaultheader.ListingLanguage","Lingua degli annunci"
"","defaultheader.Location","Località"
"","defaultheader.M","m "
"","defaultheader.Mar","Mar"
"","defaultheader.March","Marzo"
"","defaultheader.May","Maggio"
"","defaultheader.miles","miglia"
"","defaultheader.Minutes","minuti"
"","defaultheader.MOBILE","MOBILE"
"","defaultheader.Modify","MODIFICA"
"","defaultheader.Mon","Lun"
"","defaultheader.Monday","Luned&#236;"
"","defaultheader.My OLX","Il mio OLX"
"","defaultheader.MyAdsOnBrand","I miei annunci su <<BRAND>>"
"","defaultheader.MyClassifieds","I miei annunci"
"","defaultheader.NeverAskAgain","Non chiedere più"
"","defaultheader.NewListings","Nuovi Elenchi"
"","defaultheader.Not_You?","non sei tu?"
"","defaultheader.Nov","Nov"
"","defaultheader.November","Novembre"
"","defaultheader.Oct","Ott"
"","defaultheader.October","Ottobre"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Facoltativa"
"","defaultheader.Or","o"
"","defaultheader.PlaceAdFree","Inserisci un annuncio GRATUITO"
"","defaultheader.PlaceAnAd","Inserisci un annuncio"
"","defaultheader.PlaceFreeAd","Inserisci un annuncio GRATUITO"
"","defaultheader.PopularSearches","I piu' ricercati"
"","defaultheader.Post","Pubblicare un annuncio"
"","defaultheader.PostAdFree","Inserisci un annuncio GRATUITO"
"","defaultheader.PostAFreeAd","Pubblicare un annuncio gratuito"
"","defaultheader.PostAFreeClassifiedAd","Pubblica il tuo annuncio gratuito"
"","defaultheader.PostAnAd","Inserisci un annuncio"
"","defaultheader.PostPicturesButton","Inserisci immagini"
"","defaultheader.PublishFreeAd","Pubblica il tuo annuncio gratuito"
"","defaultheader.Region","Regione"
"","defaultheader.Register","Registrarsi"
"","defaultheader.Register2","Registrarti"
"","defaultheader.Sat","Sab"
"","defaultheader.Saturday","Sabato"
"","defaultheader.Search","Cercare"
"","defaultheader.Seconds","secondi"
"","defaultheader.SelectCityState","Selezionare la città / stato"
"","defaultheader.SelectCountry","Selezionare il Paese"
"","defaultheader.Selected_Region","Regione selezionata"
"","defaultheader.Sep","Set"
"","defaultheader.September","Settembre"
"","defaultheader.SiteLanguage","Annunci in:"
"","defaultheader.State","Stato"
"","defaultheader.StayConnected","Rimani Collegato"
"","defaultheader.Sun","Dom"
"","defaultheader.Sunday","Domenica"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Dacci la tua opinione, rispondi al questionario!"
"","defaultheader.TheWeb","Il sito"
"","defaultheader.Thu","Gio"
"","defaultheader.Thursday","Gioved&#236;"
"","defaultheader.Tue","Mar"
"","defaultheader.Tuesday","Marted&#236;"
"","defaultheader.UsefulInformation","Informazioni utili"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> ha pubblicato questo annuncio"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","Mer"
"","defaultheader.Wednesday","Mercoled&#236;"
"","defaultheader.Welcome","Welcome"
"","defaultheader.WhatAreYouLookingFor","Cosa stai cercando?"
"","defaultheader.WhatWouldYouLikeToDoNext","Cosa desideri fare adesso?"
"","defaultheader.WhereBuyersMeetSellers","Dove gli acquirenti incontrano i venditori"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Se vuoi pubblicare senza essere un utente registrato, clicca qui!"
"","defaultheader.YourFriendsAdsOnBrand","Gli Annnunci dei tuoi Amici su <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Ultimi annunci visti"
"","defaulthtmlhead.2CharactersMinimum","minimo 2 caratteri"
"","defaulthtmlhead.Add a comment","Invia il tuo commento"
"","defaulthtmlhead.AreYouFromCountry","Provieni dal/dalla <country>?"
"","defaulthtmlhead.BidError","Olx - Confermare l' offerta"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> Dietro le quinte:"
"","defaulthtmlhead.BrowseBrand","Navigatore <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Informazioni sull’acquirente"
"","defaulthtmlhead.CheckOurYoutubeChannel","Verifica il nostro canale <<YOUTUBE>>"
"","defaulthtmlhead.CheckOutOurNewTvAd","Consulta il nostro nuovo annuncio TV!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - Aiuto per i cookies"
"","defaulthtmlhead.Description1","Scambio on line"
"","defaulthtmlhead.Description2","Annunci di offerte locali per lavori, aste, compra- vendita, immobili, servizi, comunità ed eventi. Pubblica il tuo annuncio gratis"
"","defaulthtmlhead.Disclaimer","Disclaimer"
"","defaulthtmlhead.EntireSite","Tutto il Sito"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Trova annunci nel settore immobiliare, di vendita, di lavoro, di veicoli ed altri vicini alla tua posizione."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Scopri chi sei su<<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Segna l'articolo"
"","defaulthtmlhead.FreeClassifiedsInArea","Annunci gratuiti a  <AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> propone annunci di  offerte locali di lavoro, vendita, immobili, servizi, comunità e manifestazioni - Pubblica il tuo annuncio gratuito"
"","defaulthtmlhead.GeneralKeywords","<AREA>, Annunci,annunci pubblicitari, lavori, compra-vendita , immobiliari, servizi, comunità, eventi"
"","defaulthtmlhead.GoBackToThePreviousPage","Torna alla pagina precedente."
"","defaulthtmlhead.HaveYouSeenThis","Hai visto questo?"
"","defaulthtmlhead.HelloUsername","Ciao, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Il sito di annunci 100% gratuiti! : Vetture , Immobiliaria, Incontri, Lavoro...."
"","defaulthtmlhead.HomeTitle","<AREA> Annunci con offerte di lavoro, compra-vendita, immobili, servizi, comunità e manifestazioni"
"","defaulthtmlhead.InEveryBuyerLivesSeller","C'è un venditore in ogni acquirente"
"","defaulthtmlhead.Is","e'"
"","defaulthtmlhead.Keywords","annunci, lavoro, aste, compra-vendita, immobili, servizi, comunità manifestazioni"
"","defaulthtmlhead.Last","Ultima"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","campagna pubblicitaria televisiva<<LINK_HOME_PAGE>>."
"","defaulthtmlhead.ListingTitle","<CATEGORY> in <AREA>"
"","defaulthtmlhead.ListingUnavailable","Questo annuncio non è disponible"
"","defaulthtmlhead.LoginTitle","Benvenuti su <<BRAND>>!"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Assicurati che l'indirizzo web inserito sia corretto."
"","defaulthtmlhead.MoreResults","Altri Risultati"
"","defaulthtmlhead.My Bids","Mie Offerte"
"","defaulthtmlhead.My Favorites","I Miei Preferiti"
"","defaulthtmlhead.My Listings","I Miei Annunci"
"","defaulthtmlhead.My Messages","I miei messaggi"
"","defaulthtmlhead.MyBidsTitle","I Miei Annunci"
"","defaulthtmlhead.MyFavoritesTitle","I Miei Annunci"
"","defaulthtmlhead.MyListingTitle","I Miei Annunci"
"","defaulthtmlhead.MyOlxTitle","Il mio OLX"
"","defaulthtmlhead.MyOLX_EditTitle","Modifica Annuncio - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Riattiva Annuncio - <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> - Registrazione nuovo utente"
"","defaulthtmlhead.OtherRelatedSites","Siti associati:"
"","defaulthtmlhead.Personal Info","Dati personali"
"","defaulthtmlhead.PersonalInformationTitle","Dati personali"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Sei pregato di riprovare più tardi. Nel frattempo puoi trovare ciò che stai cercando ritornando a <<LINK_HOME_PAGE>>. Ci scusiamo per l'inconveniente."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Per favore prova una delle seguenti opzioni : "
"","defaulthtmlhead.Post","Pubblicare un annuncio"
"","defaulthtmlhead.PostAnotherAd","Pubblica un'altro annuncio"
"","defaulthtmlhead.Read comments","Comments"
"","defaulthtmlhead.Region","Regione"
"","defaulthtmlhead.RegisterError","<<BRAND>> - Errore di registrazione "
"","defaulthtmlhead.Remove","Rimuovi"
"","defaulthtmlhead.SearchTitle","Annunci  Offerte | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Select Region"
"","defaulthtmlhead.SellerInformation","Informazioni sul venditore"
"","defaulthtmlhead.SexualWarning","<<BRAND>> - Annuncio e Disclaimer"
"","defaulthtmlhead.ShareThisVideo","Condividi questo video"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Ci dispiace, la pagina che stai guardando non é disponibile."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Rimani sul sito <<BRAND>> del/della <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Dai un'occhiata alla prima campagna pubblicitaria tv di  <<BRAND>> , sito di annunci gratuiti  dove gli acquirenti incontrano i venditori."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Parlami di <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Ops! Questa funzione è in fase di manutenzione."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Prova ad accedere alla pagina direttamente dalla <<LINK_HOME_PAGE>>Homepage<</LINK_HOME_PAGE>> di <<BRAND>>."
"","defaulthtmlhead.TvAd_Title","A volte basta solo lasciarlo andare"
"","defaulthtmlhead.UserNameAdsOnBrand","Annunci di <<USER_NAME>> su <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","Gli annunci gratuiti di <<USER_NAME>>"
"","defaulthtmlhead.VideoUploadTitle","Carica Video"
"","defaulthtmlhead.WeHaveNumberAds","Abbiamo <<NUMBER>> annunci!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Ci siamo resi conto che stai visitando il sito <<BRAND>> <<COUNTRY_NAME>>  (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Cosa vuoi fare adesso?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","A quale sito vuoi andare:"
"","itemslisting.ActivationPending","Attivazione in sospeso"
"","itemslisting.AdLink","Annunci su questo sito"
"","itemslisting.AdRemoved","Pubblicità rimossa"
"","itemslisting.AdsIn","Annunci in"
"","itemslisting.AdSponsored","Link sponsorizzati"
"","itemslisting.AdUpTo20TimesMoreVisible","Rendi il tuo annuncio fino a 20 volte più visibile."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Annunci su questo sito"
"","itemslisting.AdWillBeAvailable3To6Hours","Complimenti! Il tuo annuncio sarà dispnibile su OLX fra le prossime 3 e 6 ore."
"","itemslisting.All","Tutti"
"","itemslisting.AllItems","Tutti gli articoli"
"","itemslisting.ALL_ADS","Annunci gratuiti"
"","itemslisting.AlreadyHaveAccount","Se hai già un account <<BRAND>>, basta effettuare il login e seguire il processo."
"","itemslisting.Apply","Applica"
"","itemslisting.AttendedTo","Ha partecipato a <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Ha frequentato <<EDUCATION>> e <<EDUCATION_>>"
"","itemslisting.Auctions","Aste"
"","itemslisting.BestMatch","Importanza nella ricerca"
"","itemslisting.bid","offerte"
"","itemslisting.Bids","offerte"
"","itemslisting.BidsCount","%d %s"
"","itemslisting.BuyItNow","Acquisto Immediato"
"","itemslisting.Category","Categoria:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Annuncio"
"","itemslisting.Classifieds","Annunci Economici"
"","itemslisting.ClearAll","Cancella Tutto"
"","itemslisting.ClickOnPostFreeButton","Clicca sul pulsante ""Inserisci un Annuncio Gratuito""."
"","itemslisting.ContactCustomerCare","Contatta il servizio clienti"
"","itemslisting.ContactSeller","Contatta il Venditore"
"","itemslisting.D","d"
"","itemslisting.DatePosted","Data di pubblicazione"
"","itemslisting.days","g  "
"","itemslisting.Ending","Termina fra %s"
"","itemslisting.EndingSoonest","Tempo:conludi per primo"
"","itemslisting.EventDate","Data dell'evento"
"","itemslisting.FastRegistration","Subito dopo che questo processo di registrazione molto veloce e semplice sarà completato, sei pronto per pubblicare le inserzioni."
"","itemslisting.FeatureOnlinePayment","Metti in evidenza il tuo annuncio con pagamento online."
"","itemslisting.FeatureViaSMS","Metti in evidenza il tuo annuncio mediante sms."
"","itemslisting.FeatureYourAd","Metti in evidenza il tuo annuncio"
"","itemslisting.FeatureYourAdNow","Metti in evidenza il tuo annuncio ora e sarà mostrato sopra gli altri annunci e evidenziato nella pagina principale."
"","itemslisting.FreeClassifieds","Annunci gratuiti"
"","itemslisting.HighestFirst","Prezzo: prima piu' alto"
"","itemslisting.HighestPriceFirst","Prezzo: prima piu' alto"
"","itemslisting.hours","h "
"","itemslisting.IfYouDontHaveAccount","Se non hai un account e non vuoi ancora registrarti, basta scegliere una categoria e sarai pronto a pubblicare il tuo annuncio. Puoi anche registrare un account <<BRAND>>, fornendo le informazioni di base per il contatto. Ti verrà chiesto di caricare le foto, dare un titolo e una descrizione per il tuo annuncio."
"","itemslisting.Individuals","Persone"
"","itemslisting.Less","Senza"
"","itemslisting.ListedInCategory","Inserito nella categoria"
"","itemslisting.ListingsBy","Annunci da"
"","itemslisting.LowestFirst","Prezzo: prima piu' basso"
"","itemslisting.LowestPriceFirst","Prezzo: prima piu' basso"
"","itemslisting.minutes","m "
"","itemslisting.More","Ancora"
"","itemslisting.NavigatorByAdType","per Tipo di Annuncio"
"","itemslisting.NavigatorByCategory","Categoria"
"","itemslisting.NavigatorByLanguage","Annunci in"
"","itemslisting.NavigatorByLocation","Localita'"
"","itemslisting.NavigatorBySellerType","per Tipo di Venditore"
"","itemslisting.NavigatorBySubCategory","per %s sottocategorie"
"","itemslisting.NavigatorByType","Tipo di pubblicazione"
