"location","source","target"
"","countryoptions.SelectProvince","ਸੂਬਾ ਚੁਣੋ"
"","countryoptions.SelectRegion","ਪ੍ਰਦੇਸ਼ ਚੁਣੋ"
"","countryoptions.SelectState","ਰਾਜ ਚੁਣੋ"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","<<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> ਨੂੰ ਨੰਬਰ <<BLACKSTRONG>>3000<</BLACKSTRONG>> 'ਤੇ ਭੋਜੋ"
"","countryoptions.SiteLanguage","ਸਾਈਟ ਭਾਸ਼ਾ"
"","countryoptions.State","ਪ੍ਰਦੇਸ਼ ਚੁਣੋ"
"","countryoptions.stateSelect","ਕੋਈ ਰਾਜ ਚੁਣੋ:"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","ਜੋ ਸ਼ਹਿਰ ਤੁਸੀਂ ਚੁਣਿਆ ਹੈ ਉਹ ਕਈ ਰਾਜਾਂ ਵਿੱਚ ਮੌਜੂਦ ਹੈ, ਕਿਰਪਾ ਕਰਕੇ ਉਹ ਰਾਜ ਚੁਣੋ ਜਿਸ ਵਿੱਚ ਤੁਹਾਡਾ ਸ਼ਹਿਰ ਸਥਿਤ ਹੈ:"
"","countryoptions.Town","ਕਸਬਾ"
"","countryoptions.Wait","ਉਡੀਕ ਕਰੋ..."
"","countryoptions.ZipCodeOrCity","ਜ਼ਿਪ ਕੋਡ ਜਾਂ ਸ਼ਹਿਰ"
"","defaultfooter.About OLX","<<BRAND>> ਬਾਰੇ"
"","defaultfooter.ADS_REGION","<<REGION>> ਵਿੱਚ ਇਸ਼ਤਿਹਾਰ"
"","defaultfooter.AdvancedSearch","ਆਗਾਉਂ ਖੋਜ"
"","defaultfooter.AllListings","ਸਾਰੇ ਇਸ਼ਤਿਹਾਰ"
"","defaultfooter.AllStates","ਸ਼ਹਿਰ ਬ੍ਰਾਊਜ਼ ਕਰੋ"
"","defaultfooter.Back","ਪਿੱਛੇ"
"","defaultfooter.BrandFreeClassifieds","<<BRAND>> ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ"
"","defaultfooter.BrowseAds","ਇਸ਼ਤਿਹਾਰ ਬਰਾਊਜ਼ ਕਰੋ"
"","defaultfooter.change","ਬਦਲੋ"
"","defaultfooter.classifiedGratuitous","ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ"
"","defaultfooter.ClassifiedsAndMuchMore","ਵਰਗੀਕ੍ਰਿਤ ਅਤੇ ਹੋਰ ਬਹੁਤ ਕੁਝ!"
"","defaultfooter.ClassifiedsHelp","ਵਰਗੀਕ੍ਰਿਤ ਬਾਰੇ ਮਦਦ"
"","defaultfooter.ClassifiedsHome","ਵਰਗੀਕ੍ਰਿਤ ਮੁੱਖ ਪੰਨਾ"
"","defaultfooter.Click","ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ"
"","defaultfooter.ClickHere","ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ"
"","defaultfooter.Distance","ਦੂਰੀ"
"","defaultfooter.Exact","ਬਿਲਕੁਲ ਮੇਲ"
"","defaultfooter.FreeSite","100% Free Classifieds"
"","defaultfooter.GoHome","ਮੁੱਖ ਪੰਨੇ 'ਤੇ ਜਾਓ"
"","defaultfooter.Hello","Hello, "
"","defaultfooter.Hello!","ਹੈਲੋ!"
"","defaultfooter.Help","ਮਦਦ"
"","defaultfooter.HelpUs","ਨਵੇਂ: <<BRAND>> ਹਿਣ ਵੀਡੀਓ ਨੂੰ ਸਮਰਥਨ ਦਿੰਦਾ ਹੈ! ਹੁਣੇ ਪੋਸ ਕਰੋ!"
"","defaultfooter.Home","ਘਰ"
"","defaultfooter.IntellectualPropertyProtectionServices","ਬੌਧਿਕ ਸੰਪਤੀ ਸੁਰੱਖਿਆ ਸੇਵਾਵਾਂ"
"","defaultfooter.ItemDetail","ਆਈਟਮ ਦਾ ਵੇਰਵਾ"
"","defaultfooter.ListingLanguage","ਇਸ ਵਿੱਚ ਇਸ਼ਤਿਹਾਰ:"
"","defaultfooter.Location","ਸਥਾਨ:"
"","defaultfooter.miles","ਮੀਲ"
"","defaultfooter.MOBILE","ਮੋਬਾਈਲ"
"","defaultfooter.My OLX","My OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","ਤੁਸੀਂ ਨਹੀਂ ਹੋ"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","<<BRAND>> ਦਾ ਅਧਿਕਾਰਕ ਸਮਾਂ"
"","defaultfooter.Optional","ਚੋਣਵਾਂ"
"","defaultfooter.Or","ਜਾਂ"
"","defaultfooter.PopularSearches","ਪ੍ਰਸਿੱਧ ਖੋਜਾਂ"
"","defaultfooter.Post","ਪੋਸਟ ਕਰੋ"
"","defaultfooter.PublishFreeAd","ਮੁਫ਼ਤ ਇਸ਼ਤਿਹਾਰ ਪੋਸਟ ਕਰੋ"
"","defaultfooter.Region","ਪ੍ਰਦੇਸ਼"
"","defaultfooter.Register","ਰਜਿਸਟਰ ਕਰੋ"
"","defaultfooter.Register2","ਰਜਿਸਟਰ ਕਰੋ"
"","defaultfooter.Search","ਖੋਜੋ"
"","defaultfooter.SelectCityState","ਸ਼ਹਿਰ/ਰਾਜ ਚੁਣੋ"
"","defaultfooter.SelectCountry","ਦੇਸ਼ ਚੁਣੋ"
"","defaultfooter.Selected_Region","ਚੁਣਿਆ ਪ੍ਰਦੇਸ਼"
"","defaultfooter.Sign_In","ਸਾਈਨ ਇਨ ਕਰੋ"
"","defaultfooter.Sign_In2","ਸਾਈਨ ਇਨ ਕਰੋ"
"","defaultfooter.SiteLanguage","ਇਸ ਵਿੱਚ ਇਸ਼ਤਿਹਾਰ:"
"","defaultfooter.sitesAssociate","ਦੂਜੀਆਂ ਸੰਬੰਧਤ ਸਾਈਟਾਂ:"
"","defaultfooter.State","ਰਾਜ"
"","defaultfooter.Terms of use","ਵਰਤੋਂ ਦੀਆਂ ਸ਼ਰਤਾਂ"
"","defaultfooter.TheWeb","ਵੈਬ"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","ਜੀ ਆਇਆਂ ਨੂੰ"
"","defaultheader2.AllListings","ਸਾਰੇ ਇਸ਼ਤਿਹਾਰ"
"","defaultheader2.Click","ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ"
"","defaultheader2.FreeSite","<AREA> ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ"
"","defaultheader2.Hello","Hello, "
"","defaultheader2.Help","ਮਦਦ"
"","defaultheader2.Home","ਘਰ"
"","defaultheader2.My OLX","My OLX"
"","defaultheader2.Not_You?","ਤੁਸੀਂ ਨਹੀਂ ਹੋ"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","ਜਾਂ"
"","defaultheader2.Post","ਪੋਸਟ ਕਰੋ"
"","defaultheader2.PublishFreeAd","ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ ਇਸ਼ਤਿਹਾਰ ਪੋਸਟ ਕਰੋ"
"","defaultheader2.Register","ਰਜਿਸਟਰ ਕਰੋ"
"","defaultheader2.Search","ਖੋਜੋ"
"","defaultheader2.TheWeb","ਵੈਬ"
"","defaultheader2.Welcome","ਜੀ ਆਇਆਂ ਨੂੰ"
"","defaultheader.'PublishFreeAd'","ਹੈਲੋ"
"","defaultheader.AdvancedSearch","ਆਗਾਉਂ ਖੋਜ"
"","defaultheader.AllListings","ਸਾਰੇ ਇਸ਼ਤਿਹਾਰ"
"","defaultheader.Apr","ਅਪ੍ਰੈ"
"","defaultheader.April","ਅਪ੍ਰੈਲ"
"","defaultheader.Aug","ਅਗ"
"","defaultheader.August","ਅਗਸਤ"
"","defaultheader.BackToBrandHomePage","ਵਾਪਸ <<BRAND>> ਦੇ ਮੁੱਖ ਪੰਨੇ 'ਤੇ"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","<<BRAND>> ਚੈਨਲ"
"","defaultheader.BrandFullVersion","<<BRAND>> ਪੂਰਾ ਸੰਸਕਰਨ"
"","defaultheader.BrandNowSupportsVideosPostNow","ਨਵੇਂ: <<BRAND>> ਹਿਣ ਵੀਡੀਓ ਨੂੰ ਸਮਰਥਨ ਦਿੰਦਾ ਹੈ! ਹੁਣੇ ਪੋਸ ਕਰੋ!"
"","defaultheader.BrowseAds","ਇਸ਼ਤਿਹਾਰ ਬਰਾਊਜ਼ ਕਰੋ"
"","defaultheader.Categories","<<BRAND>> ਸ਼੍ਰੇਣੀਆਂ"
"","defaultheader.change","ਬਦਲੋ"
"","defaultheader.Cities","ਸ਼ਹਿਰ"
"","defaultheader.ClassifiedsAndMuchMore","ਵਰਗੀਕ੍ਰਿਤ ਅਤੇ ਹੋਰ ਬਹੁਤ ਕੁਝ!"
"","defaultheader.ClassifiedsHelp","ਵਰਗੀਕ੍ਰਿਤ ਬਾਰੇ ਮਦਦ"
"","defaultheader.ClassifiedsHome","ਵਰਗੀਕ੍ਰਿਤ ਮੁੱਖ ਪੰਨਾ"
"","defaultheader.Click","ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ"
"","defaultheader.ClickHere","ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ"
"","defaultheader.CloseToYou","<<BRAND>> ਤੁਹਾਡੇ ਨੇੜੇ"
"","defaultheader.Dec","ਦਿਸੰ"
"","defaultheader.December","ਦਸੰਬਰ"
"","defaultheader.Distance","ਦੂਰੀ"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","ਇਸ ਆਇਕਨ <<LOGO_IMAGE>> ਨੂੰ ਪਿਨ ਕਰਨ ਲਈ ਇਸ ਨੂੰ ਖਿੱਚ ਕੇ ਆਪਣੀ Windows Taskbar 'ਤੇ ਲੈ ਜਾਓ।"
"","defaultheader.Exact","ਬਿਲਕੁਲ ਮੇਲ"
"","defaultheader.ExperienceBrandAsPinnedSite","<<BRAND>> ਨੂੰ ਪਿਨ ਕੀਤੀ ਸਾਈਟ ਦੇ ਵਜੋਂ ਵਰਤੋ!"
"","defaultheader.Features","<<BRAND>> ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ"
"","defaultheader.Feb","ਫਰ"
"","defaultheader.February","ਫ਼ਰਵਰੀ"
"","defaultheader.FollowUsOnNetwork","<<NETWORK>> 'ਤੇ ਸਾਡੇ ਬਾਰੇ ਤਾਜ਼ਾ ਜਾਣਕਾਰੀ ਲਵੋ"
"","defaultheader.FreeSite","<AREA> ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ"
"","defaultheader.Fri","ਸ਼ੁੱਕਰ"
"","defaultheader.Friday","ਸ਼ੁੱਕਰਵਾਰ"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> ਅਤੇ <<friendName2>> <<BRAND>> ਵਰਤ ਰਹੇ ਹਨ।"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> ਅਤੇ <<friendsTotal>> ਹੋਰ ਦੋਸਤ <<BRAND>> ਵਰਤ ਰਹੇ ਹਨ।"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>>, <<BRAND>> ਵਰਤ ਰਿਹਾ/ਰਹੀ ਹੈ।"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> ਅਤੇ<<friendsTotal>> ਹੋਰ ਦੋਸਤ <<BRAND>> ਵਰਤ ਰਹੇ ਹਨ।"
"","defaultheader.Hello","Hello, "
"","defaultheader.Help","ਮਦਦ"
"","defaultheader.HelpUs","ਨਵੇਂ: <<BRAND>> ਹਿਣ ਵੀਡੀਓ ਨੂੰ ਸਮਰਥਨ ਦਿੰਦਾ ਹੈ! ਹੁਣੇ ਪੋਸ ਕਰੋ!"
"","defaultheader.Home","ਘਰ"
"","defaultheader.ItemDetail","ਆਈਟਮ ਦਾ ਵੇਰਵਾ"
"","defaultheader.Jan","ਜਨ"
"","defaultheader.January","ਜਨਵਰੀ"
"","defaultheader.Jul","ਜੁਲਾ"
"","defaultheader.July","ਜੁਲਾਈ"
"","defaultheader.Jun","ਜੂਨ"
"","defaultheader.June","ਜੂਨ"
"","defaultheader.JustOneStep","ਬਸ 1 ਕਦਮ!"
"","defaultheader.ListingLanguage","ਇਸ ਵਿੱਚ ਇਸ਼ਤਿਹਾਰ:"
"","defaultheader.Location","ਸਥਾਨ"
"","defaultheader.M","ਮਿੰਟ"
"","defaultheader.Mar","ਮਾਰ"
"","defaultheader.March","ਮਾਰਚ"
"","defaultheader.May","ਮਈ"
"","defaultheader.miles","ਮੀਲ"
"","defaultheader.Minutes","ਮਿੰਟ"
"","defaultheader.MOBILE","ਮੋਬਾਈਲ"
"","defaultheader.Modify","ਸੋਧੋ"
"","defaultheader.Mon","ਸੋਮ"
"","defaultheader.Monday","ਸੋਮਵਾਰ"
"","defaultheader.My OLX","My OLX"
"","defaultheader.MyAdsOnBrand","<<BRAND>> 'ਤੇ ਮੇਰੇ ਇਸ਼ਤਿਹਾਰ"
"","defaultheader.MyClassifieds","ਮੇਰੇ ਵਰਗੀਕ੍ਰਿਤ"
"","defaultheader.NeverAskAgain","ਦੁਬਾਰਾ ਕਦੇ ਨਾ ਪੁੱਛੋ"
"","defaultheader.NewListings","ਨਵੇਂ ਇਸ਼ਤਿਹਾਰ"
"","defaultheader.Not_You?","ਤੁਸੀਂ ਨਹੀਂ ਹੋ"
"","defaultheader.Nov","ਨਵੰ"
"","defaultheader.November","ਨਵੰਬਰ"
"","defaultheader.Oct","ਅਕ"
"","defaultheader.October","ਅਕਤੂਬਰ"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","ਚੋਣਵਾਂ"
"","defaultheader.Or","ਜਾਂ"
"","defaultheader.PlaceAdFree","ਮੁਫ਼ਤ ਇਸ਼ਤਿਹਾਰ ਦਵੋ"
"","defaultheader.PlaceAnAd","ਇਸ਼ਤਿਹਾਰ ਦਵੋ"
"","defaultheader.PlaceFreeAd","ਮੁਫ਼ਤ ਇਸ਼ਤਿਹਾਰ ਦਵੋ"
"","defaultheader.PopularSearches","ਪ੍ਰਸਿੱਧ ਖੋਜਾਂ"
"","defaultheader.Post","ਪੋਸਟ ਕਰੋ"
"","defaultheader.PostAdFree","ਮੁਫ਼ਤ ਇਸ਼ਤਿਹਾਰ ਦਵੋ"
"","defaultheader.PostAFreeAd","ਮੁਫ਼ਤ ਇਸ਼ਤਿਹਾਰ ਪੋਸਟ ਕਰੋ"
"","defaultheader.PostAFreeClassifiedAd","ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ ਇਸ਼ਤਿਹਾਰ ਪੋਸਟ ਕਰੋ"
"","defaultheader.PostAnAd","ਇਸ਼ਤਿਹਾਰ ਦਵੋ"
"","defaultheader.PostPicturesButton","ਤਸਵੀਰਾਂ ਪੋਸਟ ਕਰੋ"
"","defaultheader.PublishFreeAd","ਮੁਫ਼ਤ ਵਰਗੀਕ੍ਰਿਤ ਇਸ਼ਤਿਹਾਰ ਪੋਸਟ ਕਰੋ"
"","defaultheader.Region","ਪ੍ਰਦੇਸ਼"
"","defaultheader.Register","ਰਜਿਸਟਰ ਕਰੋ"
"","defaultheader.Register2","ਰਜਿਸਟਰ ਕਰੋ"
"","defaultheader.Sat","ਸ਼ਨੀ"
"","defaultheader.Saturday","ਸ਼ਨੀਵਾਰ"
"","defaultheader.Search","ਖੋਜੋ"
"","defaultheader.Seconds","ਸਕਿੰਟ"
"","defaultheader.SelectCityState","ਸ਼ਹਿਰ/ਰਾਜ ਚੁਣੋ"
"","defaultheader.SelectCountry","ਦੇਸ਼ ਚੁਣੋ"
"","defaultheader.Selected_Region","ਸਥਾਨ"
"","defaultheader.Sep","ਸਿਤੰ"
"","defaultheader.September","ਸਤੰਬਰ"
"","defaultheader.SiteLanguage","ਇਸ ਵਿੱਚ ਇਸ਼ਤਿਹਾਰ:"
"","defaultheader.State","ਰਾਜ"
"","defaultheader.StayConnected","ਜੁੜੇ ਰਹੋ"
"","defaultheader.Sun","ਐਤ"
"","defaultheader.Sunday","ਐਤਵਾਰ"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","ਸਾਨੂੰ ਆਪਣੀ ਰਾਇ ਦੱਸੋ, ਸਰਵੇਖਣ ਦਾ ਉੱਤਰ ਦਿਓ!"
"","defaultheader.TheWeb","ਵੈਬ"
"","defaultheader.Thu","ਵੀਰ"
"","defaultheader.Thursday","ਵੀਰਵਾਰ"
"","defaultheader.Tue","ਮੰਗਲ"
"","defaultheader.Tuesday","ਮੰਗਲਵਾਰ"
"","defaultheader.UsefulInformation","ਉਪਯੋਗੀ ਜਾਣਕਾਰੀ"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> ਨੇ ਇਹ ਇਸ਼ਤਿਹਾਰ ਪ੍ਰਕਾਸ਼ਿਤ ਕੀਤਾ"
