"location","source","target"
"","countryoptions.emirateSelect","Cele mai importante emirate al"
"","countryoptions.EnterCity","Intră un Oraş"
"","countryoptions.EnterCityOrZipCode","Intră un Oraş sau Codul Poştal"
"","countryoptions.EntireCountry","Întreaga ţară"
"","countryoptions.Exact","Exact"
"","countryoptions.example","exemplu"
"","countryoptions.FastAndEasyAccess","Fast and Easy Access"
"","countryoptions.Home_BrowseMoreRegions","Mai mult"
"","countryoptions.Home_SelectCanton","Alege un canton"
"","countryoptions.Home_SelectCity","Alege un oraş"
"","countryoptions.Home_SelectDepartment","Alege un department"
"","countryoptions.Home_SelectEmirate","Alege un emirat"
"","countryoptions.Home_SelectProvince","Alege o Provincie"
"","countryoptions.Home_SelectRegion","Alege o regiune"
"","countryoptions.Home_SelectState","Alege un stat"
"","countryoptions.ListingLanguage","Listare în"
"","countryoptions.LookForAdsInYourRegionBySelectingItOnTheMap","Căutaţi anunţuri din regiunea dvs. selectând-o pe hartă"
"","countryoptions.Municipality","Municipiu"
"","countryoptions.NoCities","Ne pare rău, noi nu#180; avem niciun oraş în această secţie"
"","countryoptions.NoCountries","Ne pare rău, noi nu avem nicio ţară în această secţie"
"","countryoptions.Ok","Ok"
"","countryoptions.Or","Sau selectaţi un Oraş"
"","countryoptions.OrSelectACity","Sau selectaţi un Oraş"
"","countryoptions.OrSelectARegion","Sau alege o regiune"
"","countryoptions.OtherCities","Alte oraşe"
"","countryoptions.OtherCitiesInRegion","Alte oraşe în <<REGION>>"
"","countryoptions.OtherProvinces","Alte judeţe"
"","countryoptions.OtherRegions","Alte regiuni"
"","countryoptions.OtherStates","Alte state"
"","countryoptions.PleaseChooseYourCity","Vă rugăm alegeţi oraşul dumneavoastră"
"","countryoptions.PleaseChooseYourCounty","Vă rugăm să selectaţi judeţul dvs."
"","countryoptions.PleaseChooseYourPrefecture","Vă rugăm să selectaţi prefectura dvs."
"","countryoptions.PleaseEnterYourZipCode","Vă rugam codul dumenavoastră poştal"
"","countryoptions.PleaseSelectACity","Vă rugăm să selectaţi un Oraş."
"","countryoptions.PleaseSelectACountry","Vă rugăm alegeţi o ţară"
"","countryoptions.PostAdd","Posetază o Clasificare Gratuită"
"","countryoptions.Prefecture","Prefectură"
"","countryoptions.ProvinceRegion","Provincie/Regiune"
"","countryoptions.provinceSelect","Provincii:"
"","countryoptions.Region","Locaţia"
"","countryoptions.regionCantonSelect","Cele mai Cantoane al"
"","countryoptions.regionSelect","Cele mai regiuni al"
"","countryoptions.SelectACanton","Alege un canton"
"","countryoptions.SelectACity","Alege un oraş"
"","countryoptions.SelectACityInRegion","Selectaţi un oraş în <<REGION>>"
"","countryoptions.SelectACounty","Select a County"
"","countryoptions.SelectADelegation","Select a delegation"
"","countryoptions.SelectADepartment","Alege un department"
"","countryoptions.SelectANeighborhood","Alege un cartier"
"","countryoptions.SelectAnEmirate","Alege un emirat"
"","countryoptions.SelectAPrefecture","Select a Prefecture"
"","countryoptions.SelectAProvince","Alege o Provincie"
"","countryoptions.SelectARegion","Alege o regiune"
"","countryoptions.SelectAState","Alege un stat"
"","countryoptions.SelectCanton","Alege Canton"
"","countryoptions.SelectCityState","Selectaţi oraşul/statul"
"","countryoptions.SelectCountry","Alege Ţara"
"","countryoptions.SelectCounty","Selectare judeţ"
"","countryoptions.SelectDepartament","Alege Departamentul"
"","countryoptions.SelectDepartment","Selectaţi sectorul"
"","countryoptions.SelectedRegion","Regiune selectată"
"","countryoptions.SelectOnTheMap","Selectaţi pe hartă"
"","countryoptions.SelectPrefecture","Selectare prefectură"
"","countryoptions.SelectProvince","Alege Provincia"
"","countryoptions.SelectRegion","Alege Regiunea"
"","countryoptions.SelectState","Alege Statul"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","Trimite <<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> la numărul <<BLACKSTRONG>>3000<</BLACKSTRONG>>"
"","countryoptions.SiteLanguage","Limba de site:"
"","countryoptions.State","Alege Regiunea"
"","countryoptions.stateSelect","Alege un Stat"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","Oraşul pe care l-aţi selectat există in mai multe state, vă rugăm să selectaţi statul în care se află oraşul dvs.: "
"","countryoptions.Town","Oraş"
"","countryoptions.Wait","Aşteptaţi..."
"","countryoptions.ZipCodeOrCity","Cod poştal sau oraş"
"","defaultfooter.About OLX","Despre <<BRAND>>"
"","defaultfooter.ADS_REGION","Anunţuri în <<REGION>>"
"","defaultfooter.AdvancedSearch","Cercetare Avansată"
"","defaultfooter.AllListings","Toate listările"
"","defaultfooter.AllStates","Caută Oraşe"
"","defaultfooter.Back","Înapoi"
"","defaultfooter.BrandFreeClassifieds","Clasificări Gratuite 100%"
"","defaultfooter.BrowseAds","Caută Anunţuri"
"","defaultfooter.change","modificare"
"","defaultfooter.classifiedGratuitous","clasificări gratuite"
"","defaultfooter.ClassifiedsAndMuchMore","Anunţuri publicitare şi multe altele!"
"","defaultfooter.ClassifiedsHelp","Ajutor anunţuri publicitare"
"","defaultfooter.ClassifiedsHome","Pagina iniţială anunţuri publicitare"
"","defaultfooter.Click","faceţi click aici"
"","defaultfooter.ClickHere","Faceţi click aici"
"","defaultfooter.Distance","Distanţă"
"","defaultfooter.Exact","Exact"
"","defaultfooter.FreeSite","Clasificări Gratuite 100%"
"","defaultfooter.GoHome","Mergeţi la Pagina iniţială"
"","defaultfooter.Hello","Bună, "
"","defaultfooter.Hello!","Bună!"
"","defaultfooter.Help","Ajutor"
"","defaultfooter.HelpUs","Nou: <<BRAND>> acceptă acum fişiere video! Publicaţi acum!"
"","defaultfooter.Home","Pagina iniţială"
"","defaultfooter.IntellectualPropertyProtectionServices","Servicii de Protecţie a Proprietăţii Intelectuale"
"","defaultfooter.ItemDetail","Detalii obiect"
"","defaultfooter.ListingLanguage","Listare în"
"","defaultfooter.Location","Locaţie:"
"","defaultfooter.miles","mile"
"","defaultfooter.MOBILE","MOBIL"
"","defaultfooter.My OLX","OLX-ul meu"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","nu dumneavoastră"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","Ora oficială <<BRAND>>"
"","defaultfooter.Optional","Opţional"
"","defaultfooter.Or","sau"
"","defaultfooter.PopularSearches","Căutări populare"
"","defaultfooter.Post","Listează"
"","defaultfooter.PublishFreeAd","Publică un Anunţ gratuit"
"","defaultfooter.Region","Regiune"
"","defaultfooter.Register","Întregistrează-te"
"","defaultfooter.Register2","Întregistrează-te"
"","defaultfooter.Search","Caută"
"","defaultfooter.SelectCityState","Selectaţi Oraşul/Statul"
"","defaultfooter.SelectCountry","Selectaţi Ţara"
"","defaultfooter.Selected_Region","Regiune selectată"
"","defaultfooter.Sign_In","Loghează-te"
"","defaultfooter.Sign_In2","Loghează-te"
"","defaultfooter.SiteLanguage","Listări în:"
"","defaultfooter.sitesAssociate","Alte site-uri corelate:"
"","defaultfooter.State","Statul"
"","defaultfooter.Terms of use","Termeni de utilizare"
"","defaultfooter.TheWeb","Web-ul"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Bine aţi venit"
"","defaultheader2.AllListings","Toate Listările"
"","defaultheader2.Click","daţi click aici"
"","defaultheader2.FreeSite","<AREA> Clasificări Gratuite"
"","defaultheader2.Hello","Bună,"
"","defaultheader2.Help","Ajutor"
"","defaultheader2.Home","Acasă"
"","defaultheader2.My OLX","OLX-ul Meu"
"","defaultheader2.Not_You?","nu dumneavoastră"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","sau"
"","defaultheader2.Post","Postaţi"
"","defaultheader2.PublishFreeAd","Postează Clasificarea Gratuită"
"","defaultheader2.Register","Înregistraţi-vă"
"","defaultheader2.Search","Caută"
"","defaultheader2.TheWeb","Web-ul"
"","defaultheader2.Welcome","Bine aţi Venit"
"","defaultheader.'PublishFreeAd'","Bună"
"","defaultheader.AdvancedSearch","Căutare avansată"
"","defaultheader.AllListings","Toate anunţurile"
"","defaultheader.Apr","Apr"
"","defaultheader.April","Aprilie"
"","defaultheader.Aug","Aug"
"","defaultheader.August","August"
"","defaultheader.BackToBrandHomePage","Înapoi la pagina iniţială <<BRAND>>"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","Canalul <<BRAND>>"
"","defaultheader.BrandFullVersion","<<BRAND>> Versiune completă"
"","defaultheader.BrandNowSupportsVideosPostNow","Nou: <<BRAND>> acceptă acum fişiere video! Publicaţi acum!"
"","defaultheader.BrowseAds","Răsfoire anunţuri"
"","defaultheader.Categories","<<BRAND>> Categorii"
"","defaultheader.change","Modificare"
"","defaultheader.Cities","Oraşe"
"","defaultheader.ClassifiedsAndMuchMore","Anunţuri publicitare şi multe altele!"
"","defaultheader.ClassifiedsHelp","Ajutor anunţuri publicitare"
"","defaultheader.ClassifiedsHome","Pagina iniţială de anunţuri publicitare"
"","defaultheader.Click","faceţi click aici"
"","defaultheader.ClickHere","Faceţi click aici"
"","defaultheader.CloseToYou","<<BRAND>> În apropierea ta"
"","defaultheader.Dec","Dec"
"","defaultheader.December","Decembrie"
"","defaultheader.Distance","Distanţă"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Glisaţi această pictogramă <<LOGO_IMAGE>> pe bara de activităţi Windows pentru a o fixa."
"","defaultheader.Exact","Exact"
"","defaultheader.ExperienceBrandAsPinnedSite","Experimentaţi <<BRAND>> prin opţiunea Site Fixat!"
"","defaultheader.Features","<<BRAND>> Caracteristici"
"","defaultheader.Feb","Feb"
"","defaultheader.February","Februarie"
"","defaultheader.FollowUsOnNetwork","Urmăriţi-ne pe <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> Anunţuri publicitare gratuite"
"","defaultheader.Fri","Vin"
"","defaultheader.Friday","Vineri"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> şi <<friendName2>> folosesc <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> şi <<friendsTotal>> alţi prieteni folosesc <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> foloseşte <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> şi <<friendsTotal>> alţi prieteni folosesc <<BRAND>>"
"","defaultheader.Hello","Bună, "
"","defaultheader.Help","Ajutor"
"","defaultheader.HelpUs","Nou: <<BRAND>> acceptă acum fişiere video! Publicaţi acum!"
"","defaultheader.Home","Acasă"
"","defaultheader.ItemDetail","Detalii obiect"
"","defaultheader.Jan","Ian"
"","defaultheader.January","Ianuarie"
"","defaultheader.Jul","Iul"
"","defaultheader.July","Iulie"
"","defaultheader.Jun","Iun"
"","defaultheader.June","Iunie"
"","defaultheader.JustOneStep","Doar 1 pas!"
"","defaultheader.ListingLanguage","Lista de Limbi"
"","defaultheader.Location","Locaţia"
"","defaultheader.M","m "
"","defaultheader.Mar","Mar"
"","defaultheader.March","Martie"
"","defaultheader.May","Mai"
"","defaultheader.miles","mile"
"","defaultheader.Minutes","minute"
"","defaultheader.MOBILE","MOBIL"
"","defaultheader.Modify","Modifică"
"","defaultheader.Mon","Lun"
"","defaultheader.Monday","Luni"
"","defaultheader.My OLX","OLX-ul Meu"
"","defaultheader.MyAdsOnBrand","Anunţurile mele pe <<BRAND>>"
"","defaultheader.MyClassifieds","Anunţurile mele publicitare"
"","defaultheader.NeverAskAgain","Nu mai cere niciodată"
"","defaultheader.NewListings","Noi anunţuri"
"","defaultheader.Not_You?","nu dvs."
"","defaultheader.Nov","Noi"
"","defaultheader.November","Noiembrie"
"","defaultheader.Oct","Oct"
"","defaultheader.October","Octombrie"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Opţional"
"","defaultheader.Or","sau"
"","defaultheader.PlaceAdFree","Plasează GRATUIT un anunţ"
"","defaultheader.PlaceAnAd","Plasează un anunţ"
"","defaultheader.PlaceFreeAd","Plasează un anunţ gratuit"
"","defaultheader.PopularSearches","Căutari populare"
"","defaultheader.Post","Publicare"
"","defaultheader.PostAdFree","Publică anunţ GRATIS"
"","defaultheader.PostAFreeAd","Postaţi un Anunţ Gratuit"
"","defaultheader.PostAFreeClassifiedAd","Publicaţi un anunţ gratuit"
"","defaultheader.PostAnAd","Publică un anunţ"
"","defaultheader.PostPicturesButton","Adaugă imagini"
"","defaultheader.PublishFreeAd","Publicaţi un anunţ gratuit"
"","defaultheader.Region","Regiune"
"","defaultheader.Register","Înregistraţi-vă"
"","defaultheader.Register2","Înregistraţi-vă"
"","defaultheader.Sat","Sâmb"
"","defaultheader.Saturday","Sâmbătă"
"","defaultheader.Search","Căutare"
"","defaultheader.Seconds","secunde"
"","defaultheader.SelectCityState","Selectaţi oraşul/statul"
"","defaultheader.SelectCountry","Selectaţi ţara"
"","defaultheader.Selected_Region","Locaţia"
"","defaultheader.Sep","Sep"
"","defaultheader.September","Septembrie"
"","defaultheader.SiteLanguage","Listare în:"
"","defaultheader.State","Statul"
"","defaultheader.StayConnected","Rămâneţi conectat"
"","defaultheader.Sun","Dum"
"","defaultheader.Sunday","Dumincă"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Spuneţi-ne părerea dvs., răspundeţi la sondaj!"
"","defaultheader.TheWeb","Web-ul"
"","defaultheader.Thu","Joi"
"","defaultheader.Thursday","Joi"
"","defaultheader.Tue","Mar"
"","defaultheader.Tuesday","Marţi"
"","defaultheader.UsefulInformation","Informaţii utile"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> a publicat acest anunţ"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","Mier"
"","defaultheader.Wednesday","Miercuri"
"","defaultheader.Welcome","Bine aţi venit"
"","defaultheader.WhatAreYouLookingFor","Ce căutaţi?"
"","defaultheader.WhatWouldYouLikeToDoNext","Ce doriţi să faceţi în continuare?"
"","defaultheader.WhereBuyersMeetSellers","Unde cumpărătorii îi întâlnesc pe vânzători"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Puteţi publica fără a avea un cont. Este rapid şi gratis!"
"","defaultheader.YourFriendsAdsOnBrand","Anunţurile Prietenilor tăi pe <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Ultimele anunţuri pe care le-ai vizitat."
"","defaulthtmlhead.2CharactersMinimum","minim 2 caractere "
"","defaulthtmlhead.Add a comment","Adăugaţi un comentariu"
"","defaulthtmlhead.AreYouFromCountry","Sunteţi din <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Sumbiterea Ofertei"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> În culise:"
"","defaulthtmlhead.BrowseBrand","Răsfoire <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Informaţii despre cumpărător"
"","defaulthtmlhead.CheckOurYoutubeChannel","Uitaţi-vă la canalul nostru <<YOUTUBE>>"
"","defaulthtmlhead.CheckOutOurNewTvAd","Uitaţi-vă la noul nostru anunţ TV!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - Ajutor în legătură cu modulele cookie"
"","defaulthtmlhead.Description1","Online exchange "
"","defaulthtmlhead.Description2"," oferă anunţuri clasificate locale pentru locuri de muncă, licitaţii, de vânzare, imobiliare, servicii, comunitate şi evenimente - Postează anunţul dumneavoastră clasificat pe gratis"
"","defaulthtmlhead.Disclaimer","Exonerare de răspundere"
"","defaulthtmlhead.EntireSite","Întregul Site"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Găsiţi anunţuri imobiliare, lucruri de vânzare, locuri de muncă şi altele în apropierea zonei în care vă aflaţi."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Descoperiţi cine sunteţi pe <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Marcare articol"
"","defaulthtmlhead.FreeClassifiedsInArea","Clasificări Gratuite în<AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> oferă anunţuri publicitare locale pentru locuri de muncă, vânzări, imobiliare, servicii, comunitate şi evenimente - Publicaţi gratis anunţul dvs. publicitar "
"","defaulthtmlhead.GeneralKeywords","<AREA> , publicitate, anunţuri publicitare, locuri de muncă, vânzări, imobiliare, servicii, comunitate, evenimente"
"","defaulthtmlhead.GoBackToThePreviousPage","Înapoi la pagina anterioară."
"","defaulthtmlhead.HaveYouSeenThis","Aţi văzut asta?"
"","defaulthtmlhead.HelloUsername","Bună, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Anunţuri Clasificări Gratuite pentru maşini, imobiliare, personale, servicii, locuri de muncă..."
"","defaulthtmlhead.HomeTitle","Publicitate gratuită în <AREA> ,anunţuri publicitare în <AREA> ( vânzări,personale, vehicole, imobiliare, comunitate...)"
"","defaulthtmlhead.InEveryBuyerLivesSeller","Orice cumpărător este şi un vânzător"
"","defaulthtmlhead.Is","este"
"","defaulthtmlhead.Keywords",", clasificări, anunţuri clasificate, locuri de muncă, licitaţii, de vânzare, imobiliare, servicii, comunitate, evenimente"
"","defaulthtmlhead.Last","Ultimul"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> campanie publicitară TV."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Acest anunţ nu este disponibil"
"","defaulthtmlhead.LoginTitle","Bine aţi venit la <<BRAND>> !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Asiguraţi-vă că adresa web introdusă este corectă."
"","defaulthtmlhead.MoreResults","Mai multe rezultate"
"","defaulthtmlhead.My Bids","Ofertele Mele"
"","defaulthtmlhead.My Favorites","Favoritele mele"
"","defaulthtmlhead.My Listings","Anunţurile mele"
"","defaulthtmlhead.My Messages","Mesajele mele"
"","defaulthtmlhead.MyBidsTitle","Listările Mele"
"","defaulthtmlhead.MyFavoritesTitle","Anunţurile mele"
"","defaulthtmlhead.MyListingTitle","Anunţurile mele"
"","defaulthtmlhead.MyOlxTitle","OLX-ul Meu"
"","defaulthtmlhead.MyOLX_EditTitle","Editare anunţ - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Reînoire anunţ - <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> - Înregistrare utilizator nou"
"","defaulthtmlhead.OtherRelatedSites","Alte site-uri corelate:"
"","defaulthtmlhead.Personal Info","Informaţii personale"
"","defaulthtmlhead.PersonalInformationTitle","Informaţii personale"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Vă rugăm să încercaţi din nou mai târziu. Între timp poate puteţi găsi ceea ce căutaţi întorcându-vă la <<LINK_HOME_PAGE>>. Ne cerem scuze pentru neplăcerile cauzate."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Vă rugăm să încercaţi una dintre următoarele opţiuni:"
"","defaulthtmlhead.Post","Post"
"","defaulthtmlhead.PostAnotherAd","Publicaţi un alt anunţ"
"","defaulthtmlhead.Read comments","Comentarii"
"","defaulthtmlhead.Region","Regiune"
"","defaulthtmlhead.RegisterError","<<BRAND>> - Eroare de înregistrare"
"","defaulthtmlhead.Remove","Eliminare"
"","defaulthtmlhead.SearchTitle","Anunţuri publicitare | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Selectaţi regiunea"
"","defaulthtmlhead.SellerInformation","Informaţii despre vânzător"
"","defaulthtmlhead.SexualWarning","<<BRAND>> - Avertizare & Dezminţire"
"","defaulthtmlhead.ShareThisVideo","Distribuiţi acest videoclip"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Ne pare rău, pagina pe care o căutaţi nu este disponibilă."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Rămâneţi pe site-ul <<BRAND>> <<COUNTRY_NAME>> ."
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Nu pierdeţi prima campanie publicitară TV a site-ului de anunţuri publicitare gratuite <<BRAND>> , unde cumpărătorii se întâlnesc cu vânzătorii."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Du-mă pe <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Eroare! Pentru această caracteristică se efectuează lucrări de întreţinere."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Încercaţi să accesaţi pagina direct de pe <<BRAND>> <<LINK_HOME_PAGE>>Pagina iniţială<</LINK_HOME_PAGE>>."
"","defaulthtmlhead.TvAd_Title","Câteodată, trebuie pur şi simplu să renunţi"
"","defaulthtmlhead.UserNameAdsOnBrand","<<USER_NAME>> anunţuri pe <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","<<USER_NAME>> şi anunţurile sale  gratuite"
"","defaulthtmlhead.VideoUploadTitle","Încărcare Video"
"","defaulthtmlhead.WeHaveNumberAds","Există <<NUMBER>> anunţuri!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Vizitaţi site-ul <<BRAND>> <<COUNTRY_NAME>> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Ce doriţi să faceţi acum?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Pe care site doriţi să mergeţi:"
"","itemslisting.ActivationPending","Activare în aşteptare"
"","itemslisting.AdLink","Avertizează pe acest site"
"","itemslisting.AdRemoved","Anunţ şters"
"","itemslisting.AdsIn","Listare în"
"","itemslisting.AdSponsored","Link Sponsorizat"
"","itemslisting.AdUpTo20TimesMoreVisible","Faceţi-vă anunţul de până la 20 de ori mai vizibil."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Fă publicitate pe acest site"
"","itemslisting.AdWillBeAvailable3To6Hours","Felicitări! Anunţul dvs. va fi disponibil pe OLX în 3 până la 6 ore."
"","itemslisting.All","Toate"
"","itemslisting.AllItems","Toate Articolele"
"","itemslisting.ALL_ADS","Clasificări gratuite"
"","itemslisting.AlreadyHaveAccount","Dacă ai deja un cont <<BRAND>>, autentifică-te şi urmează procedura."
"","itemslisting.Apply","Aplică"
"","itemslisting.AttendedTo","A frecventat <<EDUCATION>>"
"","itemslisting.AttendedToAnd","A frecventat <<EDUCATION>> şi <<EDUCATION_>>"
"","itemslisting.Auctions","Licitaţii"
"","itemslisting.BestMatch","Cea mai bună potrivire"
"","itemslisting.bid","ofertă"
"","itemslisting.Bids","oferte"
"","itemslisting.BidsCount","%d %s până acum"
"","itemslisting.BuyItNow","Cumpără Acum!"
"","itemslisting.Category","Categorie:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Clasificare"
"","itemslisting.Classifieds","Clasificări"
"","itemslisting.ClearAll","Şterge tot"
"","itemslisting.ClickOnPostFreeButton","Apasă pe butonul ""Publică un anunţ gratuit""."
"","itemslisting.ContactCustomerCare","Contactaţi serviciul de relaţii cu clienţii"
"","itemslisting.ContactSeller","Contactează Vânzătorul"
"","itemslisting.D","d "
"","itemslisting.DatePosted","Data Postării"
"","itemslisting.days","d "
"","itemslisting.Ending","Sfârşinduse %s"
"","itemslisting.EndingSoonest","Se termină cel mai repede"
"","itemslisting.EventDate","Data Evenimentului"
"","itemslisting.FastRegistration","Imediat ce această procedură simplă şi rapidă de înregistrare este încheiată, eşti gata să îţi publici anunţul."
"","itemslisting.FeatureOnlinePayment","Prezentaţi-vă anunţul prin plată online."
"","itemslisting.FeatureViaSMS","Prezentaţi-vă anunţul prin SMS."
"","itemslisting.FeatureYourAd","Înfrumuseţaţi-vă anunţul."
"","itemslisting.FeatureYourAdNow","Înfrumuseţaţi-vă anunţul acum şi va fi expus deasupra anunţurilor obişnuite şi încadrat pe prima pagină."
"","itemslisting.FreeClassifieds","Anunţuri publicitare gratuite"
"","itemslisting.HighestFirst","Preţul cel mai scump mai întâi"
"","itemslisting.HighestPriceFirst","Preţul cel mai scump mai întâi"
"","itemslisting.hours","h "
"","itemslisting.IfYouDontHaveAccount","Dacă nu ai cont şi încă nu vrei să te înregistrezi, este suficient să alegi o categorie şi eşti gata să îţi publici anunţul. Te poţi, de asemenea, înregistra pentru un cont <<BRAND>>, furnizându-ţi datele de contact de bază. Atunci ţi se va cere să încarci fotografii şi să alegi un titlu şi o descriere pentru anunţul tău."
