"location","source","target"
"","defaultheader.Cities","Gradovi"
"","defaultheader.ClassifiedsAndMuchMore","Mali oglasi i još mnogo toga!"
"","defaultheader.ClassifiedsHelp","Pomoć za male oglase"
"","defaultheader.ClassifiedsHome","Početna stranica malih oglasa"
"","defaultheader.Click","kliknite ovde"
"","defaultheader.ClickHere","Kliknite ovde"
"","defaultheader.CloseToYou","<<BRAND>> u vašoj blizini"
"","defaultheader.Dec","Dec."
"","defaultheader.December","Decembar"
"","defaultheader.Distance","Udaljenost"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Prevucite ovu ikonu <<LOGO_IMAGE>> na Windows traku zadataka da biste je zakačili."
"","defaultheader.Exact","Tačno"
"","defaultheader.ExperienceBrandAsPinnedSite","Iskusite <<BRAND>> kao zakačeni sajt!"
"","defaultheader.Features","<<BRAND>> funkcije"
"","defaultheader.Feb","Feb."
"","defaultheader.February","Februar"
"","defaultheader.FollowUsOnNetwork","Pratite nas na <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> besplatni mali oglasi"
"","defaultheader.Fri","Pet."
"","defaultheader.Friday","Petak"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> i <<friendName2>> koriste <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> i još <<friendsTotal>> prijatelja koriste <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> koristi <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> i još <<friendsTotal>> prijatelja koriste <<BRAND>>"
"","defaultheader.Hello","Zdravo, "
"","defaultheader.Help","Pomoć"
"","defaultheader.HelpUs","Novo: <<BRAND>> sada podržava video zapise! Objavite ih odmah!"
"","defaultheader.Home","Početna stranica"
"","defaultheader.ItemDetail","detalji o oglasu"
"","defaultheader.Jan","Jan."
"","defaultheader.January","Januar"
"","defaultheader.Jul","Jul"
"","defaultheader.July","Jul"
"","defaultheader.Jun","Jun"
"","defaultheader.June","Jun"
"","defaultheader.JustOneStep","Samo jedan korak!"
"","defaultheader.ListingLanguage","Jezik oglasa"
"","defaultheader.Location","Lokacija"
"","defaultheader.M","m "
"","defaultheader.Mar","Mar."
"","defaultheader.March","Mart"
"","defaultheader.May","Maj"
"","defaultheader.miles","milja"
"","defaultheader.Minutes","minuta"
"","defaultheader.MOBILE","MOBILE"
"","defaultheader.Modify","Izmeni"
"","defaultheader.Mon","Pon."
"","defaultheader.Monday","Ponedeljak"
"","defaultheader.My OLX","Moj OLX"
"","defaultheader.MyAdsOnBrand","Moji oglasi na <<BRAND>>-u"
"","defaultheader.MyClassifieds","Moji mali oglasi"
"","defaultheader.NeverAskAgain","Nikad ne pitaj ponovo"
"","defaultheader.NewListings","Novi oglasi"
"","defaultheader.Not_You?","niste vi"
"","defaultheader.Nov","Nov."
"","defaultheader.November","Novembar"
"","defaultheader.Oct","Okt."
"","defaultheader.October","Oktobar"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Opcionalno"
"","defaultheader.Or","ili"
"","defaultheader.PlaceAdFree","Dajte oglas BESPLATNO"
"","defaultheader.PlaceAnAd","Dajte oglas"
"","defaultheader.PlaceFreeAd","Dajte besplatan oglas"
"","defaultheader.PopularSearches","Popularne pretrage"
"","defaultheader.Post","Objavljivanje"
"","defaultheader.PostAdFree","Postavite oglas BESPLATNO"
"","defaultheader.PostAFreeAd","Objavite oglas besplatno"
"","defaultheader.PostAFreeClassifiedAd","Objavite oglas besplatno"
"","defaultheader.PostAnAd","Postavite oglas"
"","defaultheader.PostPicturesButton","Postavite slike"
"","defaultheader.PublishFreeAd","Objavite oglas besplatno"
"","defaultheader.Region","Region"
"","defaultheader.Register","Registrujte se"
"","defaultheader.Register2","Registrujte se"
"","defaultheader.Sat","Sub."
"","defaultheader.Saturday","Subota"
"","defaultheader.Search","Pretraži"
"","defaultheader.Seconds","sekundi"
"","defaultheader.SelectCityState","Izaberite grad/saveznu državu"
"","defaultheader.SelectCountry","Izaberite državu"
"","defaultheader.Selected_Region","Lokacija"
"","defaultheader.Sep","Sept."
"","defaultheader.September","Septembar"
"","defaultheader.SiteLanguage","Jezik oglasa:"
"","defaultheader.State","Savezna država"
"","defaultheader.StayConnected","Ostanite povezani"
"","defaultheader.Sun","Ned."
"","defaultheader.Sunday","Nedelja"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Recite nam svoje mišljenje, učestvujte u anketi!"
"","defaultheader.TheWeb","Web"
"","defaultheader.Thu","Čet."
"","defaultheader.Thursday","Četvrtak"
"","defaultheader.Tue","Ut."
"","defaultheader.Tuesday","Utorak"
"","defaultheader.UsefulInformation","Korisne informacije"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> je objavio/la ovaj oglas"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","Sr."
"","defaultheader.Wednesday","Sreda"
"","defaultheader.Welcome","Dobro došli"
"","defaultheader.WhatAreYouLookingFor","Šta tražite?"
"","defaultheader.WhatWouldYouLikeToDoNext","Koji je vaš sledeći korak?"
"","defaultheader.WhereBuyersMeetSellers","Gde se kupci sreću sa prodavcima"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Ne morate imati nalog da biste objavili oglas. To možete uraditi brzo i besplatno!"
"","defaultheader.YourFriendsAdsOnBrand","Oglasi vaših prijatelja na <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Vaši poslednji posećeni oglasi"
"","defaulthtmlhead.2CharactersMinimum","najmanje 2 znaka"
"","defaulthtmlhead.Add a comment","Dodaj komentar"
"","defaulthtmlhead.AreYouFromCountry","Da li ste vi iz <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Bid Submission"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> iza scene:"
"","defaulthtmlhead.BrowseBrand","Pretraži <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Informacije o kupcu"
"","defaulthtmlhead.CheckOurYoutubeChannel","Posetite naš <<YOUTUBE>> kanal"
"","defaulthtmlhead.CheckOutOurNewTvAd","Pogledajte naš novi TV oglas!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - pomoć za kolačiće"
"","defaulthtmlhead.Description1","Razmena na mreži"
"","defaulthtmlhead.Description2"," nudi lokalne kategorizovane oglase za poslove, aukcije, na prodaju, nekretnine, usluge, zajednicu i događaje - Besplatno objavite svoj mali oglas"
"","defaulthtmlhead.Disclaimer","Odricanje odgovornosti"
"","defaulthtmlhead.EntireSite","Uđite na lokaciju"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Pronađite oglase u vezi sa nekretninama, prodajom, zapošljavanjem, vozilima itd. u vašoj blizini."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Saznajte ko ste vi na <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Označite oglas"
"","defaulthtmlhead.FreeClassifiedsInArea","Besplatni mali oglasi u <AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> nudi lokalne kategorizovane oglase za poslove, na prodaju, nekretnine, usluge, zajednica i događaji - Besplatno objavite svoj mali oglas"
"","defaulthtmlhead.GeneralKeywords","<AREA> , mali oglasi, kategorizovani oglasi, poslovi, aukcije, na prodaju, nekretnine,  usluge, zajednica, događaji"
"","defaulthtmlhead.GoBackToThePreviousPage","Vratite se na prethodnu stranicu."
"","defaulthtmlhead.HaveYouSeenThis","Jeste li videli ovo?"
"","defaulthtmlhead.HelloUsername","Zdravo, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Free Classifieds ads for cars, real estate, personals, services, jobs..."
"","defaulthtmlhead.HomeTitle","<AREA> Kategorizovani oglasi za poslove, na prodaju, nekretnine, usluge, zajednicu i događaje"
"","defaulthtmlhead.InEveryBuyerLivesSeller","U svakom kupcu se krije i prodavac"
"","defaulthtmlhead.Is","je"
"","defaulthtmlhead.Keywords",", mali oglasi, kategorizovani oglasi, poslovi, aukcije, na prodaju, nekretnine, usluge, zajednica, događaji"
"","defaulthtmlhead.Last","Poslednja"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> televizijska oglasna kampanja."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Ovaj oglas je nedostupan"
"","defaulthtmlhead.LoginTitle","Dobro došli na <<BRAND>> !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Uverite se da je uneta veb adresa ispravna."
"","defaulthtmlhead.MoreResults","Još rezultata"
"","defaulthtmlhead.My Bids","Moje ponude"
"","defaulthtmlhead.My Favorites","Moji omiljeni oglasi"
"","defaulthtmlhead.My Listings","Moji oglasi"
"","defaulthtmlhead.My Messages","Moje poruke"
"","defaulthtmlhead.MyBidsTitle","Moji oglasi"
"","defaulthtmlhead.MyFavoritesTitle","Moji oglasi"
"","defaulthtmlhead.MyListingTitle","Moji oglasi"
"","defaulthtmlhead.MyOlxTitle","Moj OLX"
"","defaulthtmlhead.MyOLX_EditTitle","Verzija oglasa - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Obnova oglasa - <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> - registracija novog korisnika"
"","defaulthtmlhead.OtherRelatedSites","Druge srodne lokacije:"
"","defaulthtmlhead.Personal Info","Lične informacije"
"","defaulthtmlhead.PersonalInformationTitle","Lične informacije"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Pokušajte ponovo kasnije. U međuvremenu pokušajte da pronađete ono što tražite tako što ćete se vratiti na <<LINK_HOME_PAGE>>. Izvinjavamo vam se zbog neugodnosti."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Pokušajte sa jednom od sledećih opcija:"
"","defaulthtmlhead.Post","Objavljivanje"
"","defaulthtmlhead.PostAnotherAd","Postavite još jedan oglas"
"","defaulthtmlhead.Read comments","Komentari"
"","defaulthtmlhead.Region","Region"
"","defaulthtmlhead.RegisterError","<<BRAND>> - greška prilikom registracije"
"","defaulthtmlhead.Remove","Ukloni"
"","defaulthtmlhead.SearchTitle","Mali oglasi | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Izaberite region"
"","defaulthtmlhead.SellerInformation","Informacije o prodavcu"
"","defaulthtmlhead.SexualWarning","<<BRAND>> - upozorenje & odricanje od odgovornosti"
"","defaulthtmlhead.ShareThisVideo","Podeli ovaj video"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Stranica koju tražite nije dostupna."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Ostani na sajtu <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Pogledajte prvu televizijsku oglasnu kampanju sajta za besplatne male oglase <<BRAND>>, mesta gde kupci sreću prodavce."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Odvedi me na <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Ups! Ova funkcija je trenutno nedostupna zbog održavanja."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Pokušajte da pristupite stranici direktno sa <<BRAND>> <<LINK_HOME_PAGE>>početne stranice<</LINK_HOME_PAGE>>."
"","defaulthtmlhead.TvAd_Title","Ponekad jednostavno ne treba da preduzmete ništa"
"","defaulthtmlhead.UserNameAdsOnBrand","Oglasi korisnika <<USER_NAME>> na lokaciji <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","Besplatni oglasi korisnika <<USER_NAME>>"
"","defaulthtmlhead.VideoUploadTitle","Otpremanje video zapisa"
"","defaulthtmlhead.WeHaveNumberAds","Imamo <<NUMBER>> oglasa!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Primetili smo da posećujete sajt <<BRAND>> <<COUNTRY_NAME>> (<<LINK_HOME_PAGE>>) za zemlju <country>."
"","defaulthtmlhead.WhatDoYouWantToDoNow","Šta sad želite da radite?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Na koji sajt želite da odete:"
"","itemslisting.ActivationPending","Aktivacija u toku"
"","itemslisting.AdLink","Reklamirajte se na ovoj lokaciji"
"","itemslisting.AdRemoved","Reklama uklonjena"
"","itemslisting.AdsIn","Jezik oglasa"
"","itemslisting.AdSponsored","Plaćeni link"
"","itemslisting.AdUpTo20TimesMoreVisible","Učinite Vašu reklamu do 20 puta više vidljivom."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Reklamirajte se na ovoj lokaciji"
"","itemslisting.AdWillBeAvailable3To6Hours","Čestitamo! Vaša reklama će biti dostupna na OLX-u za 3 do 6 sati."
"","itemslisting.All","Sve"
"","itemslisting.AllItems","Ceo sadržaj"
"","itemslisting.ALL_ADS","Besplatni mali oglasi"
"","itemslisting.AlreadyHaveAccount","Ukoliko već imate <<BRAND>> nalog, jednostavno se prijavite i pratite proces."
"","itemslisting.Apply","Primeni"
"","itemslisting.AttendedTo","Obrazovanje: <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Obrazovanje <<EDUCATION>> i <<EDUCATION_>>"
"","itemslisting.Auctions","Aukcije"
"","itemslisting.BestMatch","Najbolje poklapanje"
"","itemslisting.bid","ponuda"
"","itemslisting.Bids","ponude"
"","itemslisting.BidsCount","%d %s do sada"
"","itemslisting.BuyItNow","Kupi odmah!"
"","itemslisting.Category","Kategorija:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Mali oglas"
"","itemslisting.Classifieds","Mali oglasi"
"","itemslisting.ClearAll","Izbriši sve"
"","itemslisting.ClickOnPostFreeButton","Kliknite na ""Postavite Besplatnu Reklamu"" dugme."
"","itemslisting.ContactCustomerCare","Kontaktirajte centar za brigu o potrošačima"
"","itemslisting.ContactSeller","Kontaktirajte prodavca"
"","itemslisting.D","d "
"","itemslisting.DatePosted","Datum objavljivanja"
"","itemslisting.days","d "
"","itemslisting.Ending","Završava se za %s"
"","itemslisting.EndingSoonest","Koji se završava najskorije"
"","itemslisting.EventDate","Datum događaja"
"","itemslisting.FastRegistration","Odmah nakon što je ovaj veoma brz i jednostavan registracioni proces završen, spremni ste da postavite Vaše reklame."
"","itemslisting.FeatureOnlinePayment","Istaknite svoj oglas putem plaćanja na Internetu."
"","itemslisting.FeatureViaSMS","Istaknite svoj oglas putem sms-a."
"","itemslisting.FeatureYourAd","Istaknite Vaš oglas"
"","itemslisting.FeatureYourAdNow","Istaknite Vaš oglas sada i biće prikazan iznad običnih reklama i na početnoj strani."
"","itemslisting.FreeClassifieds","Besplatni mali oglasi"
"","itemslisting.HighestFirst","Najvišoj ceni"
"","itemslisting.HighestPriceFirst","Najvišoj ceni"
"","itemslisting.hours","h "
"","itemslisting.IfYouDontHaveAccount","Ako nemate nalog, i ne želite da se registrujete još, samo izaberite kategoriju, i spremni ste da postavite Vašu reklamu. Možete se takođe registrovati za <<BRAND>> nalog davanjem Vaših osnovnih kontakt informacija. Nakon toga, bićete zamoljeni da postavite Vaše fotografije, date naziv kao i opis Vaše reklame."
"","itemslisting.Individuals","Pojedinci"
"","itemslisting.Less","Manje"
"","itemslisting.ListedInCategory","Objavljeno u kategoriji"
"","itemslisting.ListingsBy","Oglasi po"
"","itemslisting.LowestFirst","Najnižoj ceni"
"","itemslisting.LowestPriceFirst","Najnižoj ceni"
"","itemslisting.minutes","m "
"","itemslisting.More","Još"
"","itemslisting.NavigatorByAdType","po tipu oglasa"
"","itemslisting.NavigatorByCategory","Kategorija"
"","itemslisting.NavigatorByLanguage","Jezik oglasa"
"","itemslisting.NavigatorByLocation","Lokacija"
"","itemslisting.NavigatorBySellerType","Tip prodavca"
"","itemslisting.NavigatorBySubCategory","Kategorija"
"","itemslisting.NavigatorByType","Tip"
"","itemslisting.NewAdAddress","Adresa reklame"
"","itemslisting.NewAdDetails","Detalji reklame"
