"location","source","target"
"","defaultheader.WhereBuyersMeetSellers","kote machann rankontre moun k ap achte"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Ou ka pibliye yon anons san ou pa enskri. Li rapid ak gratis!"
"","defaultheader.YourFriendsAdsOnBrand","Anons zanmi ou yo sou <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Dènye reklam ou vizite"
"","defaulthtmlhead.2CharactersMinimum","Omwen 2 karaktè"
"","defaulthtmlhead.Add a comment","Ajoute yon kòmante"
"","defaulthtmlhead.AreYouFromCountry","Èske ou soti nan <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Confirmez l'Offre"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> Dèyè sèn nan:"
"","defaulthtmlhead.BrowseBrand","Chèche  <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Enfòmasyon moun kap achte an"
"","defaulthtmlhead.CheckOurYoutubeChannel","Tcheke chèn <<YOUTUBE>> nou an"
"","defaulthtmlhead.CheckOutOurNewTvAd","Tcheke nouvo anons televizyon nou an!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - Ed ak Cookies"
"","defaulthtmlhead.Description1","OnLine eXchange"
"","defaulthtmlhead.Description2","annonces gratuites : emploi, immobilier, occasions, enchères etc. - Publiez votre annonce gratuitement"
"","defaulthtmlhead.Disclaimer","Avètisman"
"","defaulthtmlhead.EntireSite","Tout le site"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Jwenn piblisite nan byen imobilye, Pou Vann , travay, machin ak plis ankò tou ple kote ou rete."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Chèche konnen ki moun ou ye nan<<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Siyale anons lan"
"","defaulthtmlhead.FreeClassifiedsInArea","Anons gratis nan<AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> - ofri anons ki lokal ak gratis pou travay, bagay pou vann, kay pou vann, sèvis, kominote ak evènman- Pibliye anons ou gratis ti cheri. "
"","defaulthtmlhead.GeneralKeywords","<AREA>, anons, reklam, travay, bagay pou vann, kay pou vann, sèvis, kominote, evènman"
"","defaulthtmlhead.GoBackToThePreviousPage","Retounen sou paj  avan an."
"","defaulthtmlhead.HaveYouSeenThis","Èske ou te wè sa a?"
"","defaulthtmlhead.HelloUsername","Bonjou, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Le site de petites annonces et d'enchères gratuites : Voitures, Immobilier, Rencontres , Emploi..."
"","defaulthtmlhead.HomeTitle","<AREA>Anons pou travay, pou vann, kay pou vann, sèvis, aktivite pou kominote an"
"","defaulthtmlhead.InEveryBuyerLivesSeller","Tout achtè kapab yon vandè"
"","defaulthtmlhead.Is","se"
"","defaulthtmlhead.Keywords",",annonces classées, emplois, ventes aux enchères, emplois, immeubles, services, communauté, événements"
"","defaulthtmlhead.Last","Dènye"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> anons nan televizyon."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Anons Sa a Pa Disponib"
"","defaulthtmlhead.LoginTitle","Byenveni sou <<BRAND>> !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Asire w ke adrès Entènèt ou mete a korèk."
"","defaulthtmlhead.MoreResults","Plis rezilta ankò"
"","defaulthtmlhead.My Bids","Mes offres"
"","defaulthtmlhead.My Favorites","Favori Mwen yo"
"","defaulthtmlhead.My Listings","Anons Mwen yo"
"","defaulthtmlhead.My Messages","Mesaj Mwen yo"
"","defaulthtmlhead.MyBidsTitle","Anons Mwen yo"
"","defaulthtmlhead.MyFavoritesTitle","Anons Mwen yo"
"","defaulthtmlhead.MyListingTitle","Anons Mwen yo"
"","defaulthtmlhead.MyOlxTitle","OLX Mwen"
"","defaulthtmlhead.MyOLX_EditTitle","Chanje Anons - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Renouvle Anons- <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> - Enskripsyon Nouvo Manm"
"","defaulthtmlhead.OtherRelatedSites","Lòt sit ki gen rapò :"
"","defaulthtmlhead.Personal Info","Enfòmasyon Pèsonèl"
"","defaulthtmlhead.PersonalInformationTitle","Enfòmasyon Pèsonèl"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Tanpri eseye ankò pita. Pandansetan, petèt wap kapab jwenn sa w ap chèche a si w  retounen nan <<LINK_HOME_PAGE>> . Eskize nou si sa deranje ou."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Tanpri eseye youn nan bagay sa yo:"
"","defaulthtmlhead.Post","Pibliye yon Anons"
"","defaulthtmlhead.PostAnotherAd","Pibliye yon lòt anons"
"","defaulthtmlhead.Read comments","Kòmante"
"","defaulthtmlhead.Region","Rejyon"
"","defaulthtmlhead.RegisterError","<<BRAND>> -Erè nan Enskripsyon"
"","defaulthtmlhead.Remove","Retire"
"","defaulthtmlhead.SearchTitle","Anons Klase | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Depatman"
"","defaulthtmlhead.SellerInformation","Enfòmasyon sou Machann nan"
"","defaulthtmlhead.SexualWarning","<<BRAND>> : Nou Avèti Nou Pap Pran Responsablite"
"","defaulthtmlhead.ShareThisVideo","Pataje videyo sa"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Nou regrèt, men paj wap chèche an pa disponib. "
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Rete sou <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Tcheke premye anons televizyon <<BRAND>> nan sit Anons gratis la, kote achtè jwenn ak vandè ."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Mennen m nan <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Eskize nou! Nou ap fè yon ti travay nan opsyon sa a."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Eseye antre sou paj la dirèktman de<<LINK_HOME_PAGE>>Paj Dakèy <</LINK_HOME_PAGE>> <<BRAND>>  la."
"","defaulthtmlhead.TvAd_Title","Pafwa, ou jis bezwen kite sa tonbe"
"","defaulthtmlhead.UserNameAdsOnBrand","<<USER_NAME>> anons sou<<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","<<USER_NAME>>anons gratis"
"","defaulthtmlhead.VideoUploadTitle","Mete Videyo"
"","defaulthtmlhead.WeHaveNumberAds","Nou genyen <<NUMBER>>anons!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Nou reyalize ke w ap vizite  <<BRAND>> <<COUNTRY_NAME>> sit la (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Kisa ou vle fè kounye a?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Nan ki sit ou vle ale:"
"","itemslisting.ActivationPending","Aktivasyon sispandi"
"","itemslisting.AdLink","Fè Piblisite sou sit sa a"
"","itemslisting.AdRemoved","Piblisite anlve"
"","itemslisting.AdsIn","Anons an"
"","itemslisting.AdSponsored","Lyen Sponsò"
"","itemslisting.AdUpTo20TimesMoreVisible","Fè reklam ou vin 20 fwa pi vizib."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Fè Piblisite sou sit sa a"
"","itemslisting.AdWillBeAvailable3To6Hours","Konpliman! Reklam ou an ap disponib sou OLX nan 3 a 6 zèd tan."
"","itemslisting.All","Tout"
"","itemslisting.AllItems","Tout pwodwi yo"
"","itemslisting.ALL_ADS","Anons Gratis"
"","itemslisting.AlreadyHaveAccount","Si w deja gen yon kont <<BRAND>>, senpleman konnekte ak swiv pwosesis la."
"","itemslisting.Apply","Aplike"
"","itemslisting.AttendedTo","Ale nan <<EDUCATION>>"
"","itemslisting.AttendedToAnd","M te ale nan <<EDUCATION>> ak <<EDUCATION_>>"
"","itemslisting.Auctions","Anchè"
"","itemslisting.BestMatch","Sa ki pi koresponn "
"","itemslisting.bid","offre"
"","itemslisting.Bids","offres"
"","itemslisting.BidsCount","%d %s so far"
"","itemslisting.BuyItNow","Achat immédiat"
"","itemslisting.Category","Kategori:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Anons"
"","itemslisting.Classifieds","Anons Klase"
"","itemslisting.ClearAll","Efase Tout"
"","itemslisting.ClickOnPostFreeButton","Klike sou bouton ""Poste yon Anons Gratis""."
"","itemslisting.ContactCustomerCare","Kontakte Swen Alakliyantel"
"","itemslisting.ContactSeller","Kontakte moun kap vann nan"
"","itemslisting.D","j"
"","itemslisting.DatePosted","Dat li te pibliye"
"","itemslisting.days","j"
"","itemslisting.Ending","Ap fini %s"
"","itemslisting.EndingSoonest","Sa kap fini pi bonè"
"","itemslisting.EventDate","Dat Evènman an"
"","itemslisting.FastRegistration","Imedyatman aprè pwosesis enskrispyon rapid ak senp sa a fin konplete ou pare pou poste."
"","itemslisting.FeatureOnlinePayment","Mete Reklam ou an  nan peman sou entènèt."
"","itemslisting.FeatureViaSMS","Voye reklam ou an pa sms."
"","itemslisting.FeatureYourAd","Prezante piblisite w"
"","itemslisting.FeatureYourAdNow","Prezante Piblisite w koulyea pou l ka parèt avan lòt reklam yo sou paj dakèy la."
"","itemslisting.FreeClassifieds","Anons Gratis"
"","itemslisting.HighestFirst","Pri ki pi wo yo avan"
"","itemslisting.HighestPriceFirst","Pri ki pi wo yo avan"
"","itemslisting.hours","è"
"","itemslisting.IfYouDontHaveAccount","Si w pa gen yon kont epi ou poko vle enskri ankò, jis chwazi yon kategori, epi ou pare pou afiche anons ou an. Ou kapab enskri egalman pou yon kont <<BRAND>> lè w bay kontak enfòmasyon debaz.  Yo pral apre mande ou pou transfere foto, bay yon tit menm jan ak yon deskripsyon pou anons ou a."
"","itemslisting.Individuals","Patikilye"
"","itemslisting.Less","Mwens"
"","itemslisting.ListedInCategory","Pibliye nan Kategori"
"","itemslisting.ListingsBy","Anons pa"
"","itemslisting.LowestFirst","Pri ki pi ba yo avan"
"","itemslisting.LowestPriceFirst","Pri ki pi ba yo avan"
"","itemslisting.minutes","m "
"","itemslisting.More","Plis ankò"
"","itemslisting.NavigatorByAdType","Pa Tip Anons"
"","itemslisting.NavigatorByCategory","Kategori"
"","itemslisting.NavigatorByLanguage","Anons an"
"","itemslisting.NavigatorByLocation","Kote"
